,TSS_1::Pseudomonas_phage_phiKZ:3,TSS_2::Pseudomonas_phage_phiKZ:2,TSS_3::Pseudomonas_phage_phiKZ:2,TSS_4::Pseudomonas_phage_phiKZ:4,TSS_5::Pseudomonas_phage_phiKZ:4,TSS_6::Pseudomonas_phage_phiKZ:2,TSS_7::Pseudomonas_phage_phiKZ:2,TSS_8::Pseudomonas_phage_phiKZ:2,TSS_9::Pseudomonas_phage_phiKZ:3,TSS_10::Pseudomonas_phage_phiKZ:,TSS_11::Pseudomonas_phage_phiKZ:,TSS_12::Pseudomonas_phage_phiKZ:,TSS_13::Pseudomonas_phage_phiKZ:,TSS_14::Pseudomonas_phage_phiKZ:,TSS_15::Pseudomonas_phage_phiKZ:,TSS_16::Pseudomonas_phage_phiKZ:,TSS_17::Pseudomonas_phage_phiKZ:,TSS_18::Pseudomonas_phage_phiKZ:,TSS_19::Pseudomonas_phage_phiKZ:,TSS_20::Pseudomonas_phage_phiKZ:,TSS_21::Pseudomonas_phage_phiKZ:,TSS_22::Pseudomonas_phage_phiKZ:,TSS_23::Pseudomonas_phage_phiKZ:,TSS_24::Pseudomonas_phage_phiKZ:,TSS_25::Pseudomonas_phage_phiKZ:,TSS_26::Pseudomonas_phage_phiKZ:,TSS_27::Pseudomonas_phage_phiKZ:,TSS_28::Pseudomonas_phage_phiKZ:,TSS_29::Pseudomonas_phage_phiKZ:,TSS_30::Pseudomonas_phage_phiKZ:,TSS_31::Pseudomonas_phage_phiKZ:,TSS_32::Pseudomonas_phage_phiKZ:,TSS_33::Pseudomonas_phage_phiKZ:,TSS_34::Pseudomonas_phage_phiKZ:,TSS_35::Pseudomonas_phage_phiKZ:,TSS_36::Pseudomonas_phage_phiKZ:,TSS_37::Pseudomonas_phage_phiKZ:,TSS_38::Pseudomonas_phage_phiKZ:,TSS_39::Pseudomonas_phage_phiKZ:,TSS_40::Pseudomonas_phage_phiKZ:,TSS_41::Pseudomonas_phage_phiKZ:,TSS_42::Pseudomonas_phage_phiKZ:,TSS_43::Pseudomonas_phage_phiKZ:,TSS_44::Pseudomonas_phage_phiKZ:,TSS_45::Pseudomonas_phage_phiKZ:,TSS_46::Pseudomonas_phage_phiKZ:,TSS_47::Pseudomonas_phage_phiKZ:,TSS_48::Pseudomonas_phage_phiKZ:,TSS_49::Pseudomonas_phage_phiKZ:,mean
55,0.2735643579128726,0.24018210185489375,0.13764383937068908,0.21064630591454048,0.19196941615621488,0.27817037026989366,0.27860044460408256,0.22581019662719787,0.25417917062985673,0.10943543449016542,0.20099226086525063,0.2862577853564058,0.36816250996431393,0.16371701876529918,0.30717759245978377,0.18046332070816654,0.1409947846505799,0.18233738506949757,0.22608389823733424,0.1645386498522261,0.19853264133842513,0.18967375746004983,0.11347368337033197,0.24365954127137393,0.17568070731498306,0.23613266246801518,0.2226042374922474,0.2153838359753406,0.08924060689939416,0.22647590260730213,0.285522799946692,0.27062449078580425,0.2532726152858235,0.2343333742747752,0.16092349018123528,0.1533380384839124,0.24286047878854986,0.1921647232463763,0.13694479496768489,0.2007155088614599,0.20651797069309938,0.07017399914385854,0.2772497758438272,0.18855114104157653,0.1220863703443165,0.2714293667452984,0.15308647143213083,0.16600228216299362,0.23814420019843507,0.20725972066090975
56,0.2609929644073531,0.25408422900919997,0.16042305898010073,0.20259380837461344,0.18868241696166832,0.2580540271122113,0.2767440465190971,0.22120098602845126,0.24904356012742435,0.10144724255494239,0.21005031445455025,0.2755395187482076,0.3738287694483956,0.15741669963065813,0.3056450924744519,0.1769491206684783,0.14438771502448916,0.17385839699939148,0.23111274534238038,0.1703677626677712,0.18948841400910088,0.19240362534055316,0.11083911579540555,0.2423150700102265,0.1708235869022018,0.24187580627003116,0.22490532715093076,0.20532261036712093,0.08338071930137295,0.21494807610275682,0.279080424749989,0.2704140299583764,0.25056417516961144,0.23249589521652686,0.15876095301638238,0.15585280661223816,0.2440121433947286,0.18755792333330362,0.14436240042289122,0.19392503323241894,0.22047540313253372,0.06286099973923479,0.2845775315785308,0.18736051632807835,0.12541107329522144,0.26130831269404886,0.15344833768847865,0.1552980797294974,0.244336679944653,0.20573117440857713
57,0.25183293832121534,0.2671408530789318,0.1850442220187552,0.19425263646298113,0.18488334234782547,0.23682093724397987,0.2744036451512623,0.2202389672470213,0.24184940316893014,0.09530291084415568,0.2184400455118249,0.2639057418601499,0.37718187084850163,0.15198486173008957,0.30387989108964675,0.17431026253884546,0.14835351249476209,0.16932394589604893,0.23862024682703004,0.1776825284757801,0.1825976128252999,0.1960917697295123,0.10915711828496048,0.24253882357546055,0.1667045105264293,0.24825421885054438,0.22917781236267806,0.19495175212439686,0.0807908636679627,0.20302489139198202,0.2744238678939302,0.26669321431161774,0.24650921918090232,0.23111841116371407,0.15694721799353112,0.1591555619209798,0.24248222002706346,0.1827402360414064,0.15321589324177934,0.18642809160079366,0.23735144847290987,0.055317877025009635,0.29137159196621265,0.18900864846593018,0.12946301720913067,0.2587180249568291,0.15679372825274146,0.14657649930643618,0.2526009119957456,0.20501342484742097
58,0.24651760132386139,0.27457439389398897,0.21155996537202162,0.18424643439772853,0.1824327503972279,0.2184092529381148,0.27218902044228643,0.22309038217215488,0.23257352584975183,0.0928815403987157,0.2257420804329159,0.24977918571916002,0.37761705130280365,0.14626317114589932,0.3004773382200103,0.1725944758759545,0.15403516379043594,0.16964352874116148,0.24676891016301267,0.18406328155073773,0.17970231814408175,0.20095866248686184,0.10824227176460388,0.24061211437193636,0.16285886496592167,0.25062083171393884,0.23459424075695828,0.18463683645667167,0.08269371815966527,0.19276190836551543,0.2695023630846652,0.2630186197475045,0.24006627647306983,0.22815944394351906,0.15589598098043927,0.16205801683797952,0.24234114810214838,0.1782664289441558,0.16229822280233425,0.17944851072107404,0.25400814071472544,0.05085066145401866,0.29771906854167385,0.19351765575752103,0.1330720723425225,0.264680826120579,0.1614079333313195,0.14077969631062515,0.2627986922869848,0.2049598077512441
59,0.24531760887635387,0.27989472205582006,0.2393891875859641,0.17565136253950586,0.18127881614761904,0.20464049580348814,0.2706156471953395,0.22814942448560718,0.22176537445859085,0.09349347790746339,0.23154353073940498,0.23409842847550225,0.3765909458973845,0.13876376660804352,0.29741062599781953,0.17050990951547343,0.1618069536125882,0.1685352587760652,0.25414779903741336,0.19026030948166978,0.18028538449523707,0.20422318387464636,0.10748121008953442,0.23746713931336966,0.15930511999554714,0.24769889543890913,0.24422791338025523,0.17516538491193992,0.08602910155213031,0.185969317878591,0.265192830390502,0.2640295831802291,0.2317528315170608,0.2240352314791886,0.15432147026165755,0.16516002982980887,0.24227180062230738,0.17239989569041445,0.17344512102727674,0.17303986990224704,0.269257732523728,0.04794678226229086,0.3020525341880731,0.1971221986090475,0.1356484656923742,0.27317808338079863,0.16812869086592175,0.13658684001199922,0.2745758412876634,0.2053441250785687
60,0.2481304947338522,0.2851328279044339,0.2669970827632099,0.17023826895707955,0.18141561473736895,0.19506465750117025,0.26847175350383345,0.23323859671687547,0.20971175095588607,0.09808249271942537,0.23259921383957752,0.21615865368888096,0.37326665230455,0.13379356114253463,0.29316302462561045,0.1668166548539865,0.17090623206742364,0.1647551914388039,0.26314128481183696,0.1967173589938363,0.18465411304724375,0.20497405011144054,0.1070507807034741,0.23198019654917035,0.15685367030365646,0.24188886848082372,0.25843300589461793,0.1659096861413414,0.08900945798599323,0.1816012269715566,0.2618728419662334,0.2684317659376123,0.22186792412884487,0.221173056509432,0.1531018416799776,0.1666472725535074,0.24369958957893562,0.16627850867603694,0.18858065957649683,0.17201476908344987,0.2811900562582922,0.04666772757305686,0.3049841475700221,0.19792464014366626,0.13888040319538006,0.28528905568331187,0.17630497186735933,0.13391608062924243,0.2876185460674421,0.2062571486352611
61,0.25354196834856346,0.2909541176736769,0.2936935867241749,0.16343210387334017,0.18228958092406694,0.18918034647764803,0.2671536198034627,0.23864647496068353,0.19663251963164968,0.10701123183480248,0.23185813956792165,0.1970844129883563,0.3695362570277139,0.13227943362894273,0.28843125470580333,0.16394017472727804,0.1811278461951771,0.15793552331279764,0.27343114899071197,0.20147690586586625,0.1905998403947863,0.2040936340527754,0.11026415895713326,0.22589632989369351,0.154823207070973,0.2366549642756976,0.27784312673086536,0.15696352149146306,0.09350818749749298,0.17910455789382657,0.2571263126054958,0.2739730404658617,0.21032338733440978,0.2186581316861677,0.15070214082326128,0.16549525598527953,0.2452663132726783,0.15943342933450438,0.20538682028293126,0.17396410144006047,0.28877373243526777,0.04839791933064431,0.30801175125587404,0.19525749504708562,0.1409730846188696,0.2989743037285066,0.18599387270371098,0.13301569295756122,0.3027916892029714,0.20758993163331604
62,0.2614185624426047,0.29911168225280726,0.3188543480762866,0.1556783587334865,0.18342862586680525,0.18404018584028503,0.26573812604389857,0.24440535356901189,0.18380596776703093,0.11769676189816128,0.2303433492242716,0.18009198458680514,0.3668633515464713,0.1348161632147304,0.2837953420815565,0.16296544497612836,0.19202158298417193,0.15034287722666967,0.28523349694163846,0.20432413796392596,0.19454511489860485,0.20089898929568087,0.11825599991463262,0.22157278179569442,0.1528192052217478,0.23229776264822438,0.300891357348271,0.15106017207348865,0.099427609238539,0.17612927453659005,0.2509980682020432,0.2774918610112445,0.20231051848383902,0.21555900089816715,0.14793980551080885,0.16472517128583716,0.2469644099383054,0.15340525181152234,0.2227303165127123,0.1771443698924218,0.2941755803954418,0.051880182679764276,0.3101182970912022,0.1893872934182856,0.1421407815064016,0.31239378798077155,0.1958791521738199,0.13388879006462712,0.3181605083941462,0.20939116566244045
63,0.27169262052827364,0.3074253156547508,0.34272039799460574,0.14934240405176338,0.18391080442059368,0.18090813920350973,0.26524558285813177,0.2500410146843776,0.16985849208732323,0.12727411307607725,0.22689586722531147,0.16943688131392956,0.3662813425726947,0.14111806289284828,0.278281557188266,0.16400209165572743,0.20340374203287662,0.14302482064247785,0.29535619034439636,0.20633088013337192,0.19633575942953882,0.19314351210820785,0.12945500058624332,0.21947295324303,0.15304927078241642,0.22875691889637553,0.3269216920679959,0.1481683510965217,0.10422249995424653,0.1723519060403923,0.24213528667324305,0.2785635175773989,0.19875529042391749,0.21225145179822863,0.14611665979222704,0.1642487416088874,0.25068054545691176,0.14919292317802874,0.23847775941930935,0.18054872991945453,0.29750642019128076,0.05458174784622636,0.3118071015827845,0.17965246547365704,0.1431216900400244,0.3228677397866208,0.20624017913100173,0.13449587606923133,0.33333820158083016,0.21140837780235794
64,0.28131538275037576,0.31386602828345034,0.36208084836779075,0.14437532515241852,0.18330712319089837,0.17969803089333,0.26513955869112343,0.2556967651845258,0.15489845143354225,0.1358524669453432,0.22474443139596684,0.16550737759123288,0.3674071327011017,0.15080421372172242,0.27048611401262396,0.1699920112435629,0.21474471261075045,0.1364791044437342,0.30403054087584114,0.20944569376286615,0.1978847348176566,0.18425156126988992,0.14360389577475266,0.21723224394469795,0.15206451330882703,0.2238994826691914,0.3533254792463529,0.1470351291825628,0.10868734637167647,0.17096082544625207,0.2319191275293347,0.2764935267356808,0.2009316552867793,0.20993566374399034,0.1472404712269632,0.16351640540001455,0.2543350010453573,0.14514182802821363,0.251987885731549,0.18342983960263276,0.299461832288452,0.05718321326511069,0.31223699337593236,0.16977237682830612,0.1447705898130539,0.32973556013578176,0.21736081608671753,0.13488613228360996,0.3473772934854812,0.21360270892198002
65,0.2898858322329959,0.3171838521112876,0.37893120541317565,0.14042335330045946,0.18487691242300952,0.18301037150860566,0.2672367233286642,0.2613394297602444,0.13935229852370035,0.14308622387434436,0.22419395680450815,0.16796221691597446,0.3680643594549922,0.16246073169765735,0.26101819090135814,0.17903222981558534,0.22276225083686158,0.1308146157324233,0.31149032156812434,0.21640540121263868,0.19776892250232675,0.17327091072761663,0.15980152158948524,0.21603969002778306,0.15211126475496345,0.21801720018472417,0.3759213407841122,0.1468744195307105,0.11230753368069286,0.1699996570930667,0.21883196105420816,0.27404497488519747,0.2077920077591416,0.21143535959278864,0.14896212108983792,0.16184668261880683,0.2556268562399354,0.13920575644109917,0.2627380237366565,0.1857710190865252,0.2998655721128728,0.0622505477326452,0.31121775823093756,0.16170554861422975,0.14729757575153057,0.3314193081002944,0.22833250873817668,0.13381401658738343,0.35846719697441504,0.21576056599262802
66,0.29593854181180634,0.3162603172508369,0.3924942969783395,0.134765088429203,0.1881853062819799,0.1896613672513749,0.2730909426855366,0.2652431936161433,0.12483603016594932,0.14868224551709483,0.22317902796109154,0.17520558569210926,0.36820361149167047,0.17619613557725888,0.24966123144085536,0.1879605854426704,0.2296349428030228,0.12485029164203901,0.31682171983897106,0.22562270732228,0.1966015769468753,0.16180559260316305,0.17571487357318089,0.21362043220424312,0.15252615000932068,0.21411702666329183,0.3918908453356492,0.1482368033146711,0.11812505968049555,0.16869924610575712,0.2023605253859384,0.2687140406699119,0.21455414483884808,0.21743990197806964,0.15074819955298846,0.16099967699995638,0.2533258375507303,0.13423905489877835,0.27229625043219907,0.18694282981888893,0.3011073823333404,0.06635339012437864,0.3066374406880251,0.1535087220199493,0.15219008466599288,0.3279978691489832,0.23839446306563367,0.13080862780428998,0.36648956426792306,0.2174069139159532
67,0.30046940352817975,0.30835569528288764,0.4034775074787838,0.12866431544702167,0.1932162431272426,0.19720556142331383,0.2817562187855506,0.267105439582656,0.112955560372386,0.15324060551808896,0.22275749771819564,0.1848906061161903,0.3681256369979148,0.1899175456826057,0.2387523362845525,0.19525289602395218,0.23529063270055825,0.12170005113909381,0.3194366785980393,0.23563480715634091,0.1954125863098753,0.15125944401007194,0.18860423744620466,0.21169786313889954,0.15554406580480745,0.21160042630042114,0.4009463488450308,0.15346184691143624,0.12569608846900704,0.1680952105678965,0.1883176044684884,0.26117915311806084,0.2183141946713718,0.2259043333439466,0.15183028400818288,0.16021575897083268,0.2508187551406308,0.12841572571882437,0.28041825744288573,0.18704535823454954,0.30357403543648365,0.07155467826970159,0.2992942377578216,0.14705211983651653,0.158721202702591,0.32026333039686394,0.24822824933111268,0.12659735382231369,0.37278125822514535,0.21879692342170468
68,0.30325045189039745,0.29681828930027276,0.41434742679580483,0.12067438183925887,0.19910881394296004,0.20372765113429864,0.2920135284060908,0.26823683999743136,0.10514054627162064,0.15726933725575126,0.22294101182640064,0.197091617992401,0.36449970747728916,0.20246990056694006,0.2295810469849226,0.20052674288145161,0.24102648296321744,0.12211315297415234,0.31953973538866887,0.24418644870298056,0.1926269859896667,0.14188202351309426,0.1986115638887486,0.21038288714539594,0.16186669788728922,0.20950670007048638,0.40311544282574713,0.16009083766558385,0.13473426512935574,0.16889334735161005,0.18138314966556554,0.2518187996277318,0.2180594043552373,0.23252718781201626,0.1532344631801406,0.15944059229050275,0.24619899724616,0.12474583734992532,0.28646674137012973,0.18737447649436964,0.30556647245729085,0.07778370330631772,0.2897108685838404,0.14423503323898262,0.1648498239730926,0.3092539123150985,0.2572410293649411,0.12289428382645795,0.3786530400377473,0.21995329964397625
69,0.3064439768019843,0.2826537627656033,0.4241700045431324,0.11173614563200467,0.20428536230272995,0.20818867823316026,0.3049679208813965,0.26986374711561867,0.10056313995383422,0.1590130995446191,0.22520521281818323,0.21001685800100617,0.35828023889744137,0.21383625827027952,0.22337186555670444,0.2042627643636889,0.2472498559564543,0.12417912628142022,0.318172662657418,0.2507627429232182,0.18789423737034824,0.1369148144516009,0.20601104724789,0.20747159570845972,0.16908587570271033,0.20826383214505673,0.4023878129604556,0.16805001535900124,0.1440533344453491,0.1695912635046216,0.17985880150382116,0.2425500357637266,0.21469687859787395,0.23815331249530036,0.15280321739507285,0.15961679088729894,0.24053792136889207,0.12148669237195024,0.29009459280978434,0.18761752602398757,0.30677604851129114,0.08461970084998728,0.27824145890791185,0.14363427823429537,0.17202627118852148,0.29927239439003683,0.262862979151592,0.12023035157294133,0.38247271140427064,0.2209081472617132
70,0.3087645189839817,0.2668820276737023,0.42896609900504873,0.10126965830392423,0.20908613816582516,0.2109460435169474,0.31792742972930077,0.2717285519433243,0.0985694109091372,0.15926869926284976,0.2243050263075974,0.2226478177922115,0.34913257189485314,0.22170765961534467,0.22034623728459152,0.20597568741930714,0.2547993817302533,0.12834511372040228,0.3150301519369398,0.25614918104652273,0.18039288806740514,0.1369112885121355,0.20935997569218703,0.20141605605620763,0.1745457386392812,0.2088983733048456,0.3994380071977789,0.1777919854338904,0.15241058801750818,0.17063790347715396,0.18307419809408024,0.23410122062110567,0.20871922287629668,0.24433516702294336,0.15221216531692666,0.1628101474026839,0.23246600676377138,0.11914079578147627,0.2910361731913761,0.18722602782091918,0.3043785622917138,0.09317597973122502,0.2651373332669311,0.14643589337321725,0.17741061767358846,0.29336864628776993,0.26754018898165693,0.11871642551168309,0.38526006731490325,0.22143255204009643
71,0.3104173942982756,0.24867711422405603,0.42906610052935334,0.09323996289358122,0.21188036984516478,0.21308735830155037,0.3290217190048427,0.27353381635991536,0.09700011562010466,0.16104216476712915,0.2192433178207182,0.23425110224431736,0.3380314456479396,0.22539941253109474,0.22187362472535824,0.20465881007673623,0.2620161376583718,0.1337102636950261,0.31092838004964596,0.2592204158992463,0.1732869283754323,0.14073498540696933,0.21150564165860578,0.19339779895920345,0.17863571971999778,0.21091575854543826,0.39410480815342375,0.18665891821607603,0.15969571531569995,0.17247489420396767,0.18935662429803973,0.22701350715448868,0.19963632646219026,0.2497976027772529,0.15017627378648193,0.17057709958600595,0.22218273149991044,0.11675349227923477,0.2895962883074642,0.18758541874021475,0.2964347472636135,0.10237278987688939,0.2516124675508452,0.14794388523230328,0.18129508571185815,0.29278736184702014,0.27090244208224756,0.11959098717652972,0.38537618013273234,0.22140207156148092
72,0.3125955882922772,0.22904793078439356,0.42579663378999727,0.08842301410161815,0.21225769524176955,0.21594668631165362,0.33580515367319796,0.2772929509280635,0.09548256965027734,0.1644776010964475,0.21054673626391654,0.24450284584566817,0.32482285223262464,0.22516399806709284,0.2248724951107112,0.20358025558857515,0.2695742233255122,0.13786696303620719,0.30825742842096393,0.2608538392896881,0.1665524435633851,0.14855318007490562,0.21383841568659143,0.18284051142091,0.18313808283510807,0.2143201994291465,0.3873263036914556,0.19381641036445352,0.1662358808883895,0.17673788165617632,0.19741848109081905,0.2222648190433693,0.18987875950876978,0.2545674724622021,0.14893657743015593,0.18050875095149538,0.21053907936578303,0.11425440627615627,0.28633875354011484,0.1891295372660165,0.28625678749775413,0.11188881186676983,0.23708349064834774,0.14782599893061665,0.18439430602599965,0.29723015693682653,0.2759531615885279,0.12207655285725878,0.383391184971703,0.22123395630448703
73,0.31348691559955555,0.2096591017006578,0.4184724492645066,0.08476489855572147,0.21079939078742452,0.2169255396297344,0.33800926359295114,0.2836447760207859,0.09563346341274247,0.17089022937231474,0.1994295620978394,0.2529391127102817,0.3108372057316557,0.2223677769813383,0.22588381057299864,0.20152627303011256,0.2775971591394085,0.1425506294620274,0.30614902978841807,0.2614581247812803,0.15982562116960694,0.15867191343464665,0.21646985070332597,0.16983338105458665,0.18683229415048538,0.21889408039702976,0.3779666023104865,0.20022347816228986,0.17327536681525177,0.18261522521668994,0.2056751011667274,0.21991783927181863,0.1814584854050681,0.25758357234619716,0.14867441496807537,0.19213353949252804,0.19798504580096826,0.1102306580250573,0.28463524746567714,0.1920838738206852,0.2740201262626524,0.12082980229290094,0.2228500527641155,0.14536211240332453,0.18865542753784603,0.3059856072164676,0.28369749786407966,0.1270026677195505,0.37950305828401293,0.22093707460722264
74,0.31492947178667346,0.19111987987229256,0.4059824698928809,0.0826468951593815,0.20822239593388572,0.21906715007534458,0.3363023710847584,0.2897778174301761,0.09764339063272809,0.17947035567922756,0.18729809995808738,0.25767095385883676,0.2984527203237129,0.2191805292390845,0.2210532738058731,0.19654942534409717,0.2856643703473337,0.1475522162150874,0.30347483955932253,0.26276572149819516,0.15370497382327866,0.17016771432015307,0.21954176467428926,0.1568102224614741,0.19112092649602377,0.22611546345701167,0.3658604163555324,0.205058936273148,0.18005279192546825,0.1881495110073496,0.2143630571936638,0.22112529325975064,0.17549125549691036,0.258756594155532,0.14848951769390034,0.2032615307651005,0.1879822687403629,0.10822430500707199,0.2826502158923231,0.19615139260189146,0.2591939288353585,0.1306254316218724,0.2099013255993735,0.14234268906493125,0.19431228236020232,0.31890145884741916,0.2920735640331965,0.13314290887025898,0.3729991707162075,0.2206407195764497
75,0.3140408303836457,0.17708653602616176,0.3897852298391077,0.08185580039444244,0.20634174998683266,0.22307406327880314,0.3324552835041884,0.2952891644342372,0.1001407717832798,0.18967913298593747,0.17582646430982835,0.2606723162370354,0.2884899322175451,0.21681244390723403,0.21156764328505123,0.19262305204560876,0.29335644857360044,0.153119996381438,0.3003150602810582,0.2669707780197089,0.1533371727815936,0.18147213013533572,0.22285166992664202,0.14709132118514867,0.19795865910728427,0.2361450720639954,0.35264780598957624,0.2103069811643556,0.18566625871837333,0.19516330712683963,0.22261143940739228,0.2237512177443191,0.17166567440123415,0.25857624378913135,0.14967687210407457,0.21316422247372366,0.18364885882990545,0.11224616970978821,0.27873491256184707,0.20293872416136155,0.24204318058735405,0.13779775726886825,0.19973529559801928,0.14017701181669737,0.1986914738210473,0.334942707226406,0.3014351551288802,0.14044624560181954,0.36398691809808187,0.22098802360007838
76,0.3122411305652141,0.16820888007900642,0.37174370781099103,0.08291133380568601,0.20400996517123696,0.2277392197713572,0.3270677309173774,0.29744678761168175,0.10189784096745298,0.20354649612595072,0.1671292155860153,0.261289953460037,0.2799448621727795,0.21613811602554636,0.2034195891558211,0.1914207931592365,0.2995825883195706,0.15905132220224852,0.29501541104721096,0.2712782839710075,0.15743330028641042,0.1927125748874184,0.22549534403912613,0.13948264361257032,0.2045830018080676,0.24770446877415647,0.3387420462061315,0.21407521058809836,0.19062323024995312,0.2040771443399037,0.22970818172483676,0.2293273602709589,0.17011537891896253,0.25751231162544747,0.15075527282865267,0.22085123985131264,0.18385279343618133,0.12097528096280144,0.2712811130634047,0.2117060852514329,0.22197189903019354,0.14232238004353337,0.19100429439580616,0.14036085597817682,0.20347371504124,0.3489401258694398,0.31013408819812577,0.1474314399293346,0.35137295363318677,0.22161446862796513
77,0.30842365163183094,0.16059300782785327,0.34955082198641796,0.08537131479610496,0.20084978137253282,0.23373831704616282,0.31913443237425565,0.2970196035740208,0.10528094710849716,0.21804142332228577,0.16132275797071477,0.25947058598531225,0.2729053553465745,0.2166790491602341,0.19667046614953917,0.18973933671426774,0.30467773663586356,0.16518049122957099,0.2856651491824039,0.2742444234217568,0.1638867089590983,0.2034007706494619,0.22772509362329507,0.13149779982455373,0.21175250967327225,0.2607127621678048,0.32481937977736985,0.21755374849027528,0.19486506355596414,0.21190235209268074,0.23551252570253448,0.2379889457945133,0.16989250918825163,0.25717515187793966,0.1529647583296674,0.2261349019977223,0.1871438909906673,0.13337447661631557,0.26003066312010326,0.22251077185417065,0.2033140545039669,0.14494833831302506,0.18528992317864915,0.14069308240404912,0.20966321077278977,0.36052695256075107,0.31785138406121166,0.15291352463787072,0.33694117827015185,0.2221947976698842
78,0.3028135640528383,0.1556761125603306,0.3232476706627403,0.09114228872145,0.1971611260837435,0.23675913644649804,0.3123772345076844,0.2942310760056366,0.11050867283084587,0.23164333242013901,0.1595718013946857,0.2569187656702078,0.268783147410057,0.21981749855259017,0.19118182490342317,0.18875749447450346,0.30767283107050414,0.16985324821041742,0.2743776929701512,0.2765039418283953,0.16909832341825742,0.21475170961760895,0.23054254383908845,0.12566012756643227,0.21913472513677493,0.2750735870494087,0.3097366561944245,0.22161071363888324,0.1996957240803732,0.21744059860943712,0.24088021715840116,0.24690864211518182,0.1717145423700526,0.2587959696298898,0.15432074880289315,0.2281684743403119,0.19103135109454897,0.1487067554088296,0.24601877097278976,0.23393073375273557,0.18655563372449702,0.14451053518428475,0.18291008187069385,0.14185093470244675,0.22014942207587662,0.3677133810738264,0.32331780340385763,0.15536009227463515,0.321198747607207,0.22277114301001003
79,0.2962573987789364,0.15166637197518207,0.29510527446385265,0.09549904925543844,0.19386456658426005,0.23815934995509078,0.30725208019192035,0.2892656167009647,0.11639515584380403,0.24394733229799667,0.16134921768584243,0.25556261506598066,0.26402064274553994,0.22527120392032307,0.18453595661017863,0.18987957511317402,0.30879515651165307,0.17259466220276726,0.260931138395117,0.277276943681047,0.17340086503006424,0.22466800196523368,0.23519753034543886,0.12102560494406749,0.2274162278079066,0.29099532110907406,0.29334090780763344,0.22454084627444798,0.20369065489991542,0.2192201246439515,0.2461338391110089,0.24970492653208845,0.17327941395777718,0.25843059848157945,0.1561936931032604,0.22634428315901806,0.1944012376798288,0.16715785352474766,0.22765529391570896,0.24695498528464074,0.17212955344578676,0.143867403332045,0.18320691529550295,0.1448019019744866,0.23259042499101437,0.37195833295193387,0.3246749306659879,0.15694824897317983,0.3036337893122146,0.22288149017344108
80,0.29040336448061155,0.14956065958005615,0.26673344279702543,0.09984354208850399,0.19104432741026156,0.2376987837835895,0.3033947833032427,0.2801721629431085,0.12305992642668635,0.2535819507709362,0.16777233910288192,0.2565595092937748,0.2606603591647322,0.22888963195997708,0.17674191055339633,0.1928805071279175,0.30782096821864596,0.17454217276852205,0.24421501027195971,0.2777282891358283,0.17642592788850672,0.23276490922050685,0.24239021533272115,0.11783129876111383,0.23613988447651627,0.30546148588060085,0.27598365182804074,0.2267522686057656,0.2062964658573244,0.21763259546119834,0.2531411764889345,0.2512724138009847,0.1775605158425419,0.25519101786410936,0.1581212639796463,0.22308835902935747,0.19586019368263607,0.1866160784689139,0.2055987957464298,0.2550176226197781,0.15985733420068696,0.14335286099950154,0.18613001352345593,0.14823818144587936,0.24596170388354377,0.3710040160355558,0.3212643466665934,0.15915499728017052,0.28576234759750463,0.22251378742143216
81,0.2852372629234864,0.1485792122851192,0.24075329241892116,0.10551650182304655,0.18997382770365306,0.23609874628820388,0.30093461971943675,0.26934975100743214,0.1305919457480894,0.25932819794757195,0.17397133272341975,0.26120834715454616,0.25790063483328646,0.22873689904533875,0.16984312280774053,0.19478675036660045,0.3060551072410522,0.17545463789076035,0.22516185652021653,0.27830561962710104,0.17998633933678934,0.23975637464389626,0.2494851306926193,0.11561701227621243,0.2459570682472874,0.3150407672372769,0.2581132072196524,0.22704600311867043,0.2078931963721959,0.21301271517834008,0.2623754489297175,0.2519921291415342,0.18394772301577006,0.25141224873931933,0.16323171721972982,0.21877049255257558,0.19517063603319762,0.20880276634039013,0.1825855075009363,0.2594156974446538,0.14995362162565634,0.1424182214855411,0.19078490975736329,0.1543023566607915,0.26078043749455754,0.36528327817342443,0.3118338113799727,0.16276005212856942,0.26404599085241187,0.22182780667089946
82,0.2804352081514438,0.1474884786710826,0.21696113441581608,0.11042501010033809,0.19132722161228083,0.23530685302537796,0.300867633550886,0.2571001165109612,0.1380219618761793,0.2634549355909772,0.18070954189006067,0.2681430393488001,0.2544739538116665,0.22355371084345008,0.16250977522840787,0.19724287284034464,0.3017346237105728,0.1749239340479283,0.20342409134438685,0.2785705275751035,0.18353331050892482,0.2455868808622752,0.2543943966106244,0.11210779989470668,0.2578577378345783,0.3208722439529043,0.2407026043164034,0.2260825635474888,0.20846282659279666,0.2078549965037868,0.2713431616353845,0.2523412435474729,0.18825132791433222,0.24906651277542272,0.1710703886895192,0.21279211666307135,0.1939398429701897,0.23108021475411378,0.16046942844996662,0.2582419094350198,0.14206289001555678,0.1423680350264463,0.19673813397887077,0.16301600706078498,0.275702751221352,0.3573030562561305,0.2973863819282076,0.1663029220737912,0.2414387486122845,0.22071520526078514
