,TSS_1::Pseudomonas_phage_phiKZ:34-234(),TSS_2::Pseudomonas_phage_phiKZ:2075-2275(),TSS_3::Pseudomonas_phage_phiKZ:2579-2779(),TSS_4::Pseudomonas_phage_phiKZ:4080-4280(),TSS_5::Pseudomonas_phage_phiKZ:4430-4630(),TSS_6::Pseudomonas_phage_phiKZ:23499-23699(),TSS_7::Pseudomonas_phage_phiKZ:26443-26643(),TSS_8::Pseudomonas_phage_phiKZ:29312-29512(),TSS_9::Pseudomonas_phage_phiKZ:34498-34698(),TSS_10::Pseudomonas_phage_phiKZ:35790-35990(),TSS_11::Pseudomonas_phage_phiKZ:42741-42941(),TSS_12::Pseudomonas_phage_phiKZ:44836-45036(),TSS_13::Pseudomonas_phage_phiKZ:45277-45477(),TSS_14::Pseudomonas_phage_phiKZ:45482-45682(),TSS_15::Pseudomonas_phage_phiKZ:49068-49268(),TSS_16::Pseudomonas_phage_phiKZ:51629-51829(),TSS_17::Pseudomonas_phage_phiKZ:53598-53798(),TSS_18::Pseudomonas_phage_phiKZ:57000-57200(),TSS_19::Pseudomonas_phage_phiKZ:57898-58098(),TSS_20::Pseudomonas_phage_phiKZ:62977-63177(),TSS_21::Pseudomonas_phage_phiKZ:70253-70453(),TSS_22::Pseudomonas_phage_phiKZ:74050-74250(),TSS_23::Pseudomonas_phage_phiKZ:77825-78025(),TSS_24::Pseudomonas_phage_phiKZ:81832-82032(),TSS_25::Pseudomonas_phage_phiKZ:88430-88630(),TSS_26::Pseudomonas_phage_phiKZ:106789-106989(),TSS_27::Pseudomonas_phage_phiKZ:107977-108177(),TSS_28::Pseudomonas_phage_phiKZ:120571-120771(),TSS_29::Pseudomonas_phage_phiKZ:137415-137615(),TSS_30::Pseudomonas_phage_phiKZ:171768-171968(),TSS_31::Pseudomonas_phage_phiKZ:172284-172484(),TSS_32::Pseudomonas_phage_phiKZ:198020-198220(),TSS_33::Pseudomonas_phage_phiKZ:199131-199331(),TSS_34::Pseudomonas_phage_phiKZ:204064-204264(),TSS_35::Pseudomonas_phage_phiKZ:212978-213178(),TSS_36::Pseudomonas_phage_phiKZ:220695-220895(),TSS_37::Pseudomonas_phage_phiKZ:221407-221607(),TSS_38::Pseudomonas_phage_phiKZ:221762-221962(),TSS_39::Pseudomonas_phage_phiKZ:226720-226920(),TSS_40::Pseudomonas_phage_phiKZ:228506-228706(),TSS_41::Pseudomonas_phage_phiKZ:237201-237401(),TSS_42::Pseudomonas_phage_phiKZ:240272-240472(),TSS_43::Pseudomonas_phage_phiKZ:243936-244136(),TSS_44::Pseudomonas_phage_phiKZ:245599-245799(),TSS_45::Pseudomonas_phage_phiKZ:246621-246821(),TSS_46::Pseudomonas_phage_phiKZ:250558-250758(),TSS_47::Pseudomonas_phage_phiKZ:254647-254847(),TSS_48::Pseudomonas_phage_phiKZ:257484-257684(),TSS_49::Pseudomonas_phage_phiKZ:266796-266996(),mean
-8,-1.2286666666666666,-1.0213333333333332,-1.02,-1.144,-1.02,-0.9313333333333333,-0.9713333333333334,-1.0033333333333334,-1.0993333333333333,-1.0426666666666666,-0.9853333333333334,-1.076,-1.0246666666666666,-1.0566666666666666,-1.386,-1.0326666666666666,-1.0919999999999999,-1.2586666666666668,-1.094,-0.9853333333333334,-1.0213333333333334,-1.2053333333333334,-1.0466666666666666,-1.4206666666666665,-1.3073333333333332,-1.0213333333333334,-1.0213333333333334,-1.0046666666666666,-1.2659999999999998,-0.9299999999999999,-1.0046666666666666,-1.1166666666666667,-1.0566666666666669,-1.114,-0.9513333333333335,-1.088,-1.2053333333333331,-1.0953333333333333,-1.4126666666666667,-1.042,-1.022,-1.0713333333333332,-1.042,-1.4073333333333333,-1.0213333333333334,-0.8279999999999998,-0.9786666666666667,-1.0046666666666666,-1.0273333333333332,-1.0858639455782313
-7,-1.2286666666666668,-1.0493333333333332,-1.02,-1.1720000000000002,-1.02,-0.9513333333333333,-0.9993333333333333,-1.0033333333333334,-1.1273333333333333,-1.0719999999999998,-1.032,-1.0666666666666667,-1.0526666666666666,-0.9993333333333333,-1.442,-0.9860000000000001,-1.1386666666666665,-1.2586666666666666,-1.0366666666666666,-1.0333333333333334,-1.0493333333333335,-1.2893333333333332,-1.0466666666666666,-1.4093333333333333,-1.3653333333333333,-1.0793333333333335,-1.0413333333333332,-1.0526666666666666,-1.2179999999999997,-0.93,-1.0526666666666666,-1.1446666666666667,-0.9993333333333333,-1.1139999999999999,-0.9713333333333334,-1.116,-1.2253333333333332,-1.0859999999999999,-1.4020000000000001,-1.0046666666666666,-0.9846666666666667,-1.0713333333333332,-1.0426666666666666,-1.4646666666666666,-1.0493333333333335,-0.8279999999999998,-0.9986666666666667,-1.0326666666666666,-1.0553333333333332,-1.0982448979591837
-6,-1.2286666666666666,-1.0493333333333332,-1.02,-1.2020000000000002,-1.02,-0.9806666666666667,-0.988,-1.0033333333333334,-1.1273333333333333,-1.1,-1.0613333333333332,-1.0626666666666666,-1.0226666666666666,-0.966,-1.4886666666666668,-0.966,-1.1273333333333333,-1.2206666666666666,-1.0033333333333334,-1.0626666666666666,-1.0493333333333335,-1.3453333333333333,-1.0366666666666666,-1.3893333333333333,-1.3553333333333335,-1.0993333333333333,-1.0413333333333332,-1.082,-1.2079999999999997,-0.9599999999999999,-1.0859999999999999,-1.1146666666666667,-0.986,-1.0839999999999999,-1.0553333333333332,-1.116,-1.1953333333333334,-1.0859999999999999,-1.4486666666666668,-0.9433333333333334,-0.9806666666666667,-1.0713333333333332,-1.028,-1.5173333333333332,-1.0493333333333335,-0.886,-0.9706666666666667,-1.0526666666666666,-1.0553333333333332,-1.1019183673469386
-5,-1.1913333333333331,-1.0693333333333332,-1.0499999999999998,-1.1920000000000002,-1.05,-0.99,-1.0253333333333332,-0.9753333333333333,-1.1573333333333333,-1.0986666666666667,-1.0746666666666667,-1.0426666666666666,-0.9760000000000001,-0.946,-1.4686666666666666,-0.9659999999999999,-1.1380000000000001,-1.2019999999999997,-1.0133333333333332,-1.0426666666666666,-1.0413333333333334,-1.3339999999999999,-1.0473333333333334,-1.3893333333333333,-1.2693333333333332,-1.0913333333333335,-1.0413333333333332,-1.034,-1.1813333333333333,-0.9586666666666667,-1.0959999999999999,-1.068,-0.9953333333333333,-1.0573333333333332,-1.088666666666667,-1.108,-1.1313333333333333,-1.058,-1.4186666666666665,-0.9353333333333332,-0.99,-1.0633333333333335,-1.0,-1.458,-1.0413333333333334,-0.942,-0.9786666666666667,-1.0619999999999998,-1.0473333333333332,-1.0938095238095238
-4,-1.1446666666666667,-1.0953333333333333,-1.0386666666666666,-1.1559999999999997,-1.0386666666666666,-0.9566666666666668,-1.0453333333333332,-0.942,-1.1573333333333333,-1.1213333333333333,-1.0333333333333334,-1.0093333333333334,-0.9466666666666667,-0.9046666666666666,-1.4393333333333336,-0.9886666666666666,-1.1673333333333331,-1.174,-1.0,-1.0093333333333334,-1.0406666666666666,-1.2873333333333332,-1.0473333333333334,-1.3313333333333333,-1.1853333333333333,-1.0333333333333334,-1.0406666666666666,-1.0006666666666666,-1.1920000000000002,-0.8973333333333334,-1.0826666666666667,-1.06,-0.9913333333333334,-1.1146666666666667,-1.0806666666666667,-1.1073333333333333,-1.0253333333333332,-1.0246666666666666,-1.372,-0.9353333333333332,-0.986,-1.0353333333333332,-1.0,-1.3473333333333335,-1.0406666666666666,-0.962,-0.9706666666666666,-1.058,-1.0766666666666669,-1.0754149659863947
-3,-1.1646666666666665,-1.1046666666666667,-1.0186666666666666,-1.1653333333333333,-1.0186666666666666,-0.9646666666666667,-1.0653333333333332,-0.95,-1.0933333333333333,-1.148,-1.0413333333333334,-1.0466666666666666,-0.9053333333333332,-0.9126666666666666,-1.3486666666666667,-1.026,-1.1486666666666665,-1.1746666666666667,-1.0,-1.0173333333333334,-1.05,-1.3073333333333332,-1.0573333333333332,-1.2453333333333336,-1.1213333333333333,-1.0053333333333334,-1.05,-1.0006666666666666,-1.2493333333333332,-0.8973333333333333,-1.0826666666666669,-1.0306666666666666,-1.0286666666666666,-1.144,-1.088666666666667,-1.1166666666666667,-0.984,-1.0046666666666666,-1.3346666666666667,-0.9433333333333334,-1.0233333333333332,-1.0073333333333332,-1.0,-1.3193333333333332,-1.05,-0.954,-0.9706666666666666,-1.0953333333333333,-1.0859999999999999,-1.0727074829931973
-2,-1.1366666666666667,-1.114,-1.028,-1.1746666666666667,-1.028,-1.022,-1.1026666666666667,-0.9606666666666667,-1.04,-1.1586666666666665,-1.0706666666666669,-1.084,-0.8853333333333333,-0.9420000000000001,-1.3219999999999998,-1.0553333333333332,-1.158,-1.2233333333333332,-1.0106666666666666,-0.9706666666666666,-1.0593333333333335,-1.3446666666666667,-1.0793333333333333,-1.192,-1.1173333333333333,-1.0146666666666666,-1.0593333333333332,-1.0113333333333334,-1.2013333333333334,-0.9546666666666666,-1.0933333333333333,-1.004,-1.058,-1.153333333333333,-1.042,-1.1260000000000001,-1.0213333333333332,-1.006,-1.308,-0.954,-1.0806666666666667,-0.9540000000000001,-0.9533333333333334,-1.3486666666666667,-1.0593333333333335,-0.9833333333333333,-1.028,-1.0486666666666666,-1.0593333333333335,-1.0776054421768706
-1,-1.1466666666666667,-1.1179999999999999,-1.032,-1.1746666666666665,-1.0319999999999998,-1.1126666666666667,-1.1026666666666667,-1.0246666666666668,-1.0546666666666666,-1.1733333333333331,-1.1533333333333333,-1.0946666666666667,-0.9433333333333334,-0.9753333333333334,-1.359333333333333,-1.1380000000000001,-1.1993333333333334,-1.2526666666666666,-1.0213333333333334,-0.982,-1.0633333333333332,-1.3553333333333333,-1.0793333333333335,-1.2053333333333331,-1.120666666666667,-1.0186666666666666,-1.0633333333333332,-1.026,-1.1640000000000001,-1.0453333333333332,-1.1039999999999999,-1.0,-1.0873333333333333,-1.1306666666666665,-1.0533333333333335,-1.13,-1.0546666666666666,-1.07,-1.2546666666666666,-0.9913333333333334,-1.1179999999999999,-0.9686666666666668,-0.9646666666666666,-1.3579999999999999,-1.0633333333333332,-1.074,-1.1106666666666667,-1.0599999999999998,-1.0633333333333332,-1.0997687074829932
0,-1.136,-1.146,-1.052,-1.1746666666666667,-1.052,-1.1593333333333333,-1.0453333333333332,-1.0726666666666667,-1.0746666666666667,-1.2013333333333334,-1.2373333333333332,-1.0946666666666667,-0.9433333333333332,-1.0033333333333334,-1.3926666666666667,-1.186,-1.1993333333333334,-1.1953333333333334,-1.0213333333333334,-1.03,-1.0833333333333333,-1.3366666666666664,-1.0793333333333335,-1.1773333333333336,-1.1306666666666667,-1.0466666666666666,-1.1213333333333333,-1.046,-1.164,-1.0933333333333335,-1.1039999999999999,-0.972,-1.0873333333333333,-1.0666666666666667,-1.1373333333333335,-1.15,-1.0746666666666664,-1.1179999999999999,-1.264,-1.0486666666666666,-1.1179999999999999,-0.9966666666666667,-1.0126666666666666,-1.3246666666666664,-1.0833333333333333,-1.1206666666666665,-1.1746666666666667,-1.1066666666666665,-1.0833333333333333,-1.1171292517006803
1,-1.0786666666666667,-1.1460000000000001,-1.032,-1.1826666666666668,-1.032,-1.1673333333333331,-1.0453333333333332,-1.0806666666666667,-1.0546666666666666,-1.2393333333333334,-1.2653333333333334,-1.1026666666666667,-0.9339999999999999,-1.0033333333333332,-1.4506666666666668,-1.194,-1.2473333333333332,-1.1326666666666665,-1.0213333333333334,-1.0379999999999998,-1.0633333333333332,-1.2793333333333334,-1.0693333333333332,-1.0946666666666667,-1.1586666666666667,-1.0846666666666667,-1.1493333333333335,-1.0726666666666667,-1.1640000000000001,-1.0933333333333333,-1.104,-0.9800000000000001,-1.0953333333333333,-1.0626666666666664,-1.1653333333333336,-1.13,-1.0166666666666666,-1.0799999999999998,-1.3053333333333332,-1.0753333333333333,-1.1179999999999999,-0.9966666666666666,-1.0206666666666666,-1.2766666666666668,-1.0633333333333332,-1.1006666666666665,-1.2586666666666666,-1.0866666666666667,-1.0633333333333332,-1.1158503401360544
2,-1.026,-1.1740000000000002,-1.052,-1.2026666666666666,-1.052,-1.1673333333333333,-1.0653333333333332,-1.1006666666666665,-1.0826666666666669,-1.2873333333333332,-1.2933333333333334,-1.1606666666666667,-0.99,-1.05,-1.4706666666666666,-1.214,-1.2733333333333332,-1.088,-1.068,-1.058,-1.0913333333333333,-1.25,-1.0839999999999999,-1.0106666666666666,-1.1320000000000001,-1.1313333333333333,-1.1773333333333331,-1.120666666666667,-1.1626666666666665,-1.0933333333333333,-1.1506666666666667,-1.038,-1.1153333333333333,-1.0919999999999999,-1.1853333333333333,-1.15,-0.9966666666666666,-1.032,-1.268,-1.1233333333333333,-1.146,-1.0246666666666666,-1.0786666666666667,-1.214,-1.0913333333333333,-1.1286666666666667,-1.2773333333333334,-1.1066666666666665,-1.0833333333333333,-1.131251700680272
3,-1.026,-1.154,-1.0599999999999998,-1.2106666666666668,-1.0599999999999998,-1.1673333333333333,-1.0733333333333335,-1.0806666666666667,-1.0826666666666667,-1.2873333333333334,-1.2933333333333332,-1.1886666666666668,-1.0513333333333332,-1.0766666666666667,-1.4706666666666666,-1.194,-1.2466666666666666,-1.0546666666666666,-1.0946666666666667,-1.066,-1.0993333333333335,-1.2233333333333332,-1.1039999999999999,-0.9840000000000001,-1.084,-1.1113333333333335,-1.1773333333333333,-1.1206666666666665,-1.1326666666666665,-1.1313333333333333,-1.1773333333333333,-1.074,-1.1233333333333335,-1.129333333333333,-1.1653333333333333,-1.13,-1.0166666666666666,-1.0319999999999998,-1.2573333333333332,-1.1313333333333333,-1.1260000000000001,-1.0326666666666666,-1.1066666666666665,-1.2233333333333332,-1.0993333333333335,-1.1566666666666665,-1.3039999999999998,-1.1333333333333333,-1.0913333333333335,-1.1350340136054422
4,-0.998,-1.154,-1.0599999999999998,-1.1640000000000001,-1.0599999999999998,-1.1673333333333333,-1.0453333333333332,-1.0806666666666667,-1.0546666666666666,-1.2686666666666668,-1.3213333333333332,-1.1700000000000002,-1.0893333333333333,-1.0486666666666666,-1.4426666666666668,-1.2139999999999997,-1.1999999999999997,-1.0626666666666664,-1.0666666666666667,-1.0193333333333334,-1.0993333333333335,-1.1393333333333333,-1.076,-0.956,-1.1119999999999999,-1.1113333333333333,-1.1493333333333333,-1.15,-1.0953333333333333,-1.1513333333333333,-1.1493333333333335,-1.0646666666666667,-1.0953333333333333,-1.1586666666666665,-1.1653333333333333,-1.1113333333333333,-1.0993333333333335,-1.004,-1.2466666666666668,-1.1513333333333333,-1.156,-1.0046666666666666,-1.0986666666666667,-1.1953333333333334,-1.0993333333333335,-1.214,-1.3306666666666664,-1.153333333333333,-1.0633333333333335,-1.1283401360544218
5,-0.99,-1.182,-1.06,-1.144,-1.0599999999999998,-1.214,-1.0753333333333333,-1.1006666666666667,-1.0826666666666667,-1.2486666666666666,-1.2733333333333334,-1.18,-1.108,-1.0966666666666667,-1.36,-1.2713333333333334,-1.192,-1.0826666666666669,-1.1246666666666667,-1.0293333333333332,-1.1573333333333333,-1.1193333333333333,-1.084,-0.9840000000000001,-1.176,-1.1313333333333335,-1.2073333333333334,-1.2113333333333334,-1.0953333333333333,-1.1793333333333331,-1.1693333333333333,-1.0566666666666666,-1.1433333333333333,-1.1306666666666667,-1.1933333333333331,-1.0833333333333333,-1.1260000000000001,-1.062,-1.1933333333333331,-1.2086666666666666,-1.2040000000000002,-1.0326666666666666,-1.1266666666666665,-1.1853333333333331,-1.1573333333333333,-1.214,-1.2933333333333332,-1.1813333333333333,-1.1213333333333333,-1.1449659863945578
6,-0.99,-1.144,-1.03,-1.114,-1.03,-1.2040000000000002,-1.1233333333333335,-1.0426666666666666,-1.0446666666666666,-1.2286666666666666,-1.274,-1.208,-1.1653333333333333,-1.096,-1.3113333333333332,-1.2706666666666668,-1.192,-1.1013333333333333,-1.1146666666666667,-1.0933333333333333,-1.1460000000000001,-1.1113333333333335,-1.1119999999999999,-0.9919999999999999,-1.2353333333333334,-1.1306666666666667,-1.196,-1.1733333333333331,-1.1153333333333333,-1.1413333333333333,-1.1113333333333335,-1.0846666666666667,-1.1693333333333333,-1.1786666666666663,-1.1833333333333333,-1.0719999999999998,-1.1540000000000001,-1.088666666666667,-1.2026666666666666,-1.1973333333333334,-1.174,-0.9946666666666667,-1.0686666666666667,-1.2,-1.1460000000000001,-1.194,-1.264,-1.1433333333333333,-1.1099999999999999,-1.1401632653061224
7,-0.962,-1.096,-1.0413333333333332,-1.1239999999999999,-1.0413333333333334,-1.1840000000000002,-1.1233333333333333,-1.024,-1.0433333333333334,-1.1993333333333331,-1.274,-1.2560000000000002,-1.2066666666666668,-1.0493333333333335,-1.262,-1.2853333333333334,-1.1920000000000002,-1.1293333333333335,-1.088,-1.1773333333333333,-1.0979999999999999,-1.0813333333333333,-1.1119999999999999,-0.9653333333333334,-1.2926666666666666,-1.1400000000000001,-1.2053333333333334,-1.1720000000000002,-1.206,-1.0946666666666667,-1.0833333333333333,-1.1113333333333335,-1.184,-1.216,-1.1966666666666665,-1.072,-1.1239999999999999,-1.088666666666667,-1.2106666666666668,-1.1973333333333331,-1.1540000000000001,-0.9466666666666668,-1.0486666666666666,-1.2,-1.0979999999999999,-1.242,-1.3106666666666666,-1.0953333333333333,-1.062,-1.138108843537415
8,-0.982,-1.088,-1.1253333333333333,-1.18,-1.1253333333333333,-1.1840000000000002,-1.0953333333333333,-1.052,-1.0993333333333333,-1.162,-1.2273333333333334,-1.2653333333333334,-1.2366666666666668,-1.0693333333333332,-1.206,-1.3053333333333335,-1.2026666666666666,-1.1493333333333333,-1.1159999999999999,-1.1773333333333333,-1.09,-1.0439999999999998,-1.1119999999999999,-0.9466666666666667,-1.2813333333333332,-1.1393333333333333,-1.2426666666666664,-1.1706666666666667,-1.2526666666666666,-1.1146666666666667,-1.0633333333333332,-1.1300000000000001,-1.212,-1.2626666666666668,-1.1686666666666667,-1.072,-1.1039999999999999,-1.0686666666666667,-1.2106666666666668,-1.1973333333333334,-1.162,-0.9466666666666668,-1.0186666666666666,-1.1706666666666665,-1.09,-1.2753333333333332,-1.3966666666666667,-1.0953333333333333,-1.062,-1.1459047619047618
9,-0.952,-1.06,-1.144,-1.1686666666666667,-1.144,-1.1266666666666665,-1.0766666666666667,-1.082,-1.1193333333333333,-1.1913333333333334,-1.198,-1.208,-1.3146666666666667,-1.0413333333333332,-1.1793333333333333,-1.2773333333333334,-1.2666666666666666,-1.1573333333333333,-1.1453333333333333,-1.1480000000000001,-1.062,-1.044,-1.084,-0.9186666666666666,-1.3173333333333335,-1.1753333333333333,-1.2146666666666666,-1.1413333333333333,-1.2513333333333336,-1.1033333333333333,-1.0593333333333332,-1.1300000000000001,-1.192,-1.3186666666666667,-1.0846666666666667,-1.102,-1.076,-1.0273333333333334,-1.212,-1.1973333333333334,-1.1246666666666667,-0.9766666666666667,-1.03,-1.088,-1.1086666666666667,-1.2373333333333332,-1.4806666666666668,-1.0753333333333333,-1.062,-1.1407210884353742
10,-0.9333333333333333,-1.06,-1.114,-1.1206666666666665,-1.114,-1.0973333333333335,-1.0206666666666666,-1.11,-1.0813333333333335,-1.206,-1.1946666666666665,-1.2280000000000002,-1.372,-1.0713333333333332,-1.1793333333333333,-1.2573333333333332,-1.2933333333333334,-1.1573333333333333,-1.1713333333333333,-1.1480000000000001,-1.0899999999999999,-1.1033333333333333,-1.0733333333333333,-0.9186666666666667,-1.3813333333333333,-1.2166666666666666,-1.2146666666666666,-1.188,-1.242,-1.1033333333333333,-1.0853333333333335,-1.13,-1.1926666666666668,-1.3466666666666667,-1.0433333333333334,-1.13,-1.1039999999999999,-1.0646666666666667,-1.2420000000000002,-1.1973333333333331,-1.114,-1.0406666666666666,-1.0766666666666667,-1.0693333333333332,-1.1353333333333333,-1.1533333333333333,-1.5366666666666666,-1.0759999999999998,-1.07,-1.1483537414965987
11,-0.9333333333333333,-1.0373333333333334,-1.114,-1.0926666666666667,-1.114,-1.1173333333333335,-0.9926666666666666,-1.11,-1.0906666666666667,-1.1700000000000002,-1.2213333333333334,-1.2573333333333332,-1.3439999999999999,-1.0979999999999999,-1.1793333333333331,-1.2213333333333334,-1.2839999999999998,-1.2040000000000002,-1.1806666666666668,-1.1480000000000001,-1.1166666666666667,-1.1606666666666667,-1.1213333333333333,-0.9386666666666668,-1.4873333333333334,-1.2646666666666666,-1.1853333333333333,-1.2066666666666668,-1.2426666666666668,-1.1313333333333333,-1.0986666666666667,-1.1380000000000001,-1.2193333333333336,-1.3093333333333335,-1.0513333333333335,-1.0926666666666667,-1.2146666666666668,-1.120666666666667,-1.2899999999999998,-1.216,-1.1046666666666667,-1.0886666666666664,-1.0486666666666666,-1.1173333333333335,-1.0779999999999998,-1.1333333333333333,-1.5779999999999998,-1.0653333333333332,-1.0606666666666666,-1.1589931972789118
12,-0.9333333333333332,-1.0,-1.134,-1.0633333333333332,-1.1340000000000001,-1.146666666666667,-1.0006666666666666,-1.102,-1.1280000000000001,-1.1846666666666665,-1.2213333333333334,-1.2000000000000002,-1.3519999999999999,-1.07,-1.2173333333333332,-1.248,-1.2839999999999998,-1.2300000000000002,-1.1606666666666667,-1.168,-1.1433333333333333,-1.1406666666666667,-1.0913333333333335,-0.9186666666666666,-1.5286666666666666,-1.302,-1.186,-1.1866666666666668,-1.2333333333333334,-1.1113333333333335,-1.0986666666666667,-1.1380000000000001,-1.21,-1.28,-1.0513333333333332,-1.0353333333333332,-1.2413333333333332,-1.1819999999999997,-1.29,-1.236,-1.0753333333333333,-1.0966666666666667,-1.0486666666666666,-1.208,-1.0486666666666666,-1.1333333333333333,-1.5979999999999999,-1.008,-1.0606666666666666,-1.1604081632653063
13,-0.98,-0.9706666666666666,-1.1046666666666667,-1.0059999999999998,-1.1046666666666667,-1.0893333333333333,-0.9433333333333334,-1.0446666666666666,-1.0986666666666667,-1.1753333333333336,-1.1640000000000001,-1.1440000000000003,-1.38,-1.0406666666666666,-1.2066666666666668,-1.2746666666666668,-1.2466666666666666,-1.208,-1.1313333333333333,-1.2519999999999998,-1.1433333333333333,-1.1033333333333333,-1.0053333333333334,-0.9193333333333334,-1.4913333333333334,-1.2446666666666668,-1.1766666666666667,-1.1573333333333335,-1.2533333333333334,-1.082,-1.0413333333333334,-1.1386666666666667,-1.1726666666666667,-1.2799999999999998,-1.0513333333333335,-0.9979999999999999,-1.2413333333333334,-1.162,-1.2326666666666666,-1.2066666666666668,-1.046,-1.0873333333333333,-1.0766666666666667,-1.1973333333333331,-1.0193333333333332,-1.1226666666666667,-1.6246666666666667,-1.036,-1.0033333333333332,-1.140408163265306
14,-1.028,-0.9093333333333332,-1.0633333333333332,-0.9766666666666666,-1.0633333333333335,-1.0066666666666668,-0.9339999999999999,-0.954,-1.0373333333333332,-1.1753333333333336,-1.0813333333333333,-1.1066666666666667,-1.342,-1.0273333333333334,-1.1226666666666667,-1.248,-1.2426666666666664,-1.1986666666666665,-1.102,-1.2553333333333332,-1.082,-1.046,-0.9480000000000001,-0.9046666666666667,-1.43,-1.2033333333333334,-1.135333333333333,-1.116,-1.2906666666666666,-1.0193333333333332,-1.042,-1.1653333333333333,-1.162,-1.2799999999999998,-1.0133333333333334,-0.9366666666666666,-1.2413333333333334,-1.0793333333333333,-1.1953333333333334,-1.1506666666666667,-1.0086666666666666,-1.0873333333333333,-1.0186666666666666,-1.1400000000000001,-0.978,-1.06,-1.5979999999999999,-0.998,-0.97,-1.1056054421768708
15,-1.0653333333333335,-0.9013333333333333,-1.0713333333333332,-1.0046666666666666,-1.0713333333333332,-0.988,-0.9953333333333333,-0.9339999999999999,-1.0453333333333332,-1.1673333333333333,-1.0173333333333334,-1.1346666666666667,-1.322,-1.0566666666666666,-1.0893333333333333,-1.2613333333333332,-1.2759999999999998,-1.2186666666666668,-1.13,-1.2553333333333332,-1.082,-1.046,-0.968,-0.942,-1.4,-1.1753333333333333,-1.1053333333333335,-1.1239999999999999,-1.3746666666666665,-1.0326666666666666,-1.088666666666667,-1.2133333333333336,-1.2086666666666666,-1.318,-0.9760000000000001,-0.9366666666666668,-1.2493333333333334,-1.0893333333333333,-1.1846666666666665,-1.1213333333333333,-1.0366666666666666,-1.1073333333333333,-0.9986666666666667,-1.1400000000000001,-0.9860000000000001,-1.0333333333333334,-1.6246666666666667,-0.9513333333333333,-0.9700000000000001,-1.1120272108843539
16,-1.1266666666666665,-0.9093333333333333,-1.0713333333333332,-0.9966666666666666,-1.0713333333333332,-0.988,-1.0153333333333332,-0.9526666666666668,-1.0733333333333335,-1.1373333333333333,-0.9693333333333333,-1.1066666666666665,-1.274,-1.0366666666666666,-1.0593333333333335,-1.2613333333333332,-1.2480000000000002,-1.2173333333333332,-1.1580000000000001,-1.3113333333333332,-1.1099999999999999,-1.074,-0.9773333333333334,-0.9979999999999999,-1.38,-1.1373333333333333,-1.0573333333333332,-1.1053333333333333,-1.3739999999999999,-1.0606666666666666,-1.0966666666666667,-1.2133333333333336,-1.1806666666666668,-1.3446666666666667,-1.012,-0.9366666666666668,-1.3073333333333332,-1.1173333333333333,-1.2293333333333334,-1.0946666666666667,-1.0166666666666666,-1.1713333333333333,-0.9986666666666667,-1.168,-1.014,-1.0613333333333332,-1.5873333333333333,-0.9993333333333332,-0.9700000000000001,-1.117904761904762
17,-1.1166666666666667,-0.928,-1.0793333333333335,-1.0233333333333334,-1.0793333333333335,-1.046,-1.0793333333333335,-0.9806666666666666,-1.0933333333333335,-1.1466666666666667,-0.9613333333333334,-1.1066666666666667,-1.238,-1.0479999999999998,-1.0313333333333334,-1.2613333333333334,-1.1920000000000002,-1.2026666666666666,-1.1726666666666667,-1.3486666666666667,-1.1099999999999999,-1.074,-0.9733333333333333,-1.0553333333333332,-1.3800000000000001,-1.0906666666666667,-1.0493333333333335,-1.0573333333333335,-1.3273333333333333,-1.1446666666666665,-1.05,-1.1753333333333336,-1.1806666666666668,-1.3713333333333333,-1.0386666666666668,-0.9646666666666666,-1.3853333333333333,-1.1373333333333335,-1.2706666666666668,-1.0466666666666666,-1.0166666666666666,-1.2273333333333334,-0.9606666666666667,-1.168,-1.0326666666666666,-1.0333333333333334,-1.5686666666666664,-1.0633333333333332,-0.97,-1.1236462585034013
18,-1.1273333333333333,-0.9746666666666667,-1.0713333333333332,-1.0433333333333334,-1.0713333333333332,-1.0726666666666667,-1.1126666666666667,-1.0086666666666666,-1.1573333333333333,-1.1840000000000002,-0.9986666666666667,-1.1066666666666667,-1.2340000000000002,-1.0479999999999998,-1.0033333333333334,-1.2613333333333332,-1.1346666666666667,-1.1746666666666667,-1.1740000000000002,-1.3206666666666667,-1.082,-1.082,-1.0106666666666666,-1.0353333333333334,-1.38,-1.1486666666666667,-1.076,-1.0653333333333335,-1.3473333333333335,-1.144,-1.0233333333333332,-1.1486666666666667,-1.1993333333333334,-1.3619999999999999,-1.0666666666666667,-1.0486666666666666,-1.448,-1.1640000000000001,-1.252,-1.0666666666666667,-1.0366666666666666,-1.31,-0.9126666666666666,-1.1720000000000002,-1.0526666666666666,-1.0053333333333332,-1.5686666666666667,-1.0779999999999998,-0.97,-1.1333877551020408
