,TSS_1::Pseudomonas_phage_phiKZ:1,TSS_2::Pseudomonas_phage_phiKZ:2,TSS_3::Pseudomonas_phage_phiKZ:3,TSS_4::Pseudomonas_phage_phiKZ:3,TSS_5::Pseudomonas_phage_phiKZ:4,TSS_6::Pseudomonas_phage_phiKZ:4,TSS_7::Pseudomonas_phage_phiKZ:4,TSS_8::Pseudomonas_phage_phiKZ:5,TSS_9::Pseudomonas_phage_phiKZ:5,TSS_10::Pseudomonas_phage_phiKZ:,TSS_11::Pseudomonas_phage_phiKZ:,TSS_12::Pseudomonas_phage_phiKZ:,TSS_13::Pseudomonas_phage_phiKZ:,TSS_14::Pseudomonas_phage_phiKZ:,TSS_15::Pseudomonas_phage_phiKZ:,TSS_16::Pseudomonas_phage_phiKZ:,TSS_17::Pseudomonas_phage_phiKZ:,TSS_18::Pseudomonas_phage_phiKZ:,TSS_19::Pseudomonas_phage_phiKZ:,TSS_20::Pseudomonas_phage_phiKZ:,TSS_21::Pseudomonas_phage_phiKZ:,TSS_22::Pseudomonas_phage_phiKZ:,TSS_23::Pseudomonas_phage_phiKZ:,TSS_24::Pseudomonas_phage_phiKZ:,TSS_25::Pseudomonas_phage_phiKZ:,TSS_26::Pseudomonas_phage_phiKZ:,TSS_27::Pseudomonas_phage_phiKZ:,TSS_28::Pseudomonas_phage_phiKZ:,TSS_29::Pseudomonas_phage_phiKZ:,TSS_30::Pseudomonas_phage_phiKZ:,TSS_31::Pseudomonas_phage_phiKZ:,TSS_32::Pseudomonas_phage_phiKZ:,TSS_33::Pseudomonas_phage_phiKZ:,TSS_34::Pseudomonas_phage_phiKZ:,TSS_35::Pseudomonas_phage_phiKZ:,TSS_36::Pseudomonas_phage_phiKZ:,TSS_37::Pseudomonas_phage_phiKZ:,TSS_38::Pseudomonas_phage_phiKZ:,TSS_39::Pseudomonas_phage_phiKZ:,TSS_40::Pseudomonas_phage_phiKZ:,TSS_41::Pseudomonas_phage_phiKZ:,TSS_42::Pseudomonas_phage_phiKZ:,TSS_43::Pseudomonas_phage_phiKZ:,TSS_44::Pseudomonas_phage_phiKZ:,mean
7,0.17852468701067556,0.23339722923382727,0.10423152661362989,0.18291041514104556,0.2653463877869816,0.19036983453325054,0.27866024329375266,0.10326607321311335,0.18483327861655527,0.20652684076367916,0.21215250145094044,0.15520592603986733,0.23706306564618393,0.1724336523364672,0.24827251110705198,0.20947991273472982,0.2014306473465552,0.17119639415565094,0.2732786797123716,0.18092994366483806,0.17905608926706681,0.22507766121693534,0.29884618784553824,0.11700982170037073,0.38756120713336567,0.12131847347106457,0.27963474857084797,0.16925373793825202,0.36711389342076484,0.3049833145081091,0.2595029176337189,0.15366919649951147,0.16464931718745765,0.10307412209142093,0.15073136913870988,0.22591799723482428,0.1125288451221245,0.2904102871882356,0.16960267875328092,0.31511889781193886,0.1601492032653596,0.17088327278879958,0.15198150523257822,0.2622534626537125,0.20749631722898076
8,0.18175854265059488,0.22786136546267305,0.11025571603334586,0.18588097919675214,0.2807890064547499,0.1942548236560881,0.2718252345315246,0.10419815107110637,0.18494228957440464,0.20114838018593537,0.21083250878401164,0.1546964023161133,0.23981639096209287,0.1636168783528026,0.2565459894087373,0.20283821176646227,0.1959917149731313,0.16792920895851024,0.27454145964587867,0.17142757565490113,0.16903683910726983,0.22683212603274544,0.2896048417939372,0.10696205856163235,0.382158277279445,0.12899195543027253,0.2754925760605171,0.16305756259830456,0.3396773870836075,0.30030946176849727,0.2513152275166323,0.15709328277982645,0.16795691103897947,0.10943761173664864,0.14228559577444827,0.2322215380865768,0.11584686888132405,0.3050276404225044,0.159908301596486,0.3140822858680065,0.15229816462025306,0.1677683416629909,0.15551137242187357,0.2607111718257051,0.2057895052179159
9,0.18305629842978738,0.22386703303734984,0.11685213249858768,0.19330953561307146,0.2949095778444376,0.19947258353539027,0.2634349143411024,0.10271299974587737,0.1854179565752956,0.1983732459647834,0.2117310400099135,0.15556159765749472,0.24137697228824567,0.15530560773944016,0.26275330968602073,0.19571110134573297,0.1909792604748797,0.16283801578987106,0.27651579048847363,0.16278523668741146,0.16477560553504858,0.22853397576930906,0.2806771895661554,0.09612754710478653,0.3754757232542183,0.13758143847152285,0.26950899179475585,0.15915023332980902,0.31284843919808314,0.2931238948009729,0.24107998202538233,0.16162601279103458,0.16964715608525954,0.11754454307341919,0.13499857290290923,0.2355067402008079,0.11924313289718938,0.3162307606329639,0.1508941529809451,0.3102115730298324,0.14382544525338034,0.16678401456747804,0.15939381706753336,0.2605140877813938,0.20414243726971265
10,0.18319739616148967,0.22276714705419193,0.12338559501427368,0.20397227135182633,0.30490310017328937,0.20496801203435117,0.2529920520722718,0.0994105721404884,0.18409826862865447,0.1962151432459529,0.21418340530456534,0.15849096058531015,0.24160236306207872,0.14867566410152375,0.2692033520405984,0.1881692111140392,0.18696765047464506,0.15706423577154802,0.27993229131120134,0.15536821641700374,0.16520869571377322,0.23045096455380368,0.2708377519087564,0.08698946557246537,0.3685507331982095,0.1475231619703066,0.2623843340978702,0.1596104385035613,0.28651968930182015,0.2854581423648648,0.22887912542933755,0.1671394124474665,0.16841019520326503,0.1271452738618626,0.12867740849069226,0.23538778432216262,0.1224949651542436,0.3249329241363093,0.14417749152310216,0.3030607667842814,0.13605400711636872,0.1667044460321557,0.1623173669883156,0.26087390518356735,0.2026217126799515
11,0.18186941573941098,0.22388536867605097,0.1282052159141141,0.21614032411692619,0.31190053492683395,0.2085113968585201,0.2398797000578922,0.0966378694450262,0.18227903664132813,0.193372590208516,0.21673843428512624,0.16276473213617745,0.24078242761279345,0.14433626189252777,0.27576438893716765,0.18061346723307656,0.1847645712615648,0.1533276661178819,0.2834442030649839,0.14971527591387251,0.16930773391142814,0.23060391535354174,0.26043677558195844,0.08017221050415693,0.36160175449230286,0.1579492183097802,0.25461934225246474,0.16295758805134106,0.2605532885198555,0.2768981239723137,0.21734995172275484,0.17262151157222178,0.16623052782510306,0.1386271496843633,0.12210061165041255,0.2315921096157771,0.12467564346858115,0.3306180272018998,0.1389442230211475,0.292760888767662,0.12863593266226472,0.1689792967545599,0.16464201174668375,0.2616756027862083,0.20112468910155853
12,0.18019431370085057,0.22688629801379373,0.13257724022270037,0.22829110095620223,0.3163838422963285,0.21101368982457758,0.22613174165986233,0.09254804561779442,0.18031207655469564,0.18891957086227623,0.2220349855595924,0.16538806525942304,0.2392454036117672,0.1404437856314261,0.2813034212563744,0.17491982329094458,0.18295459714782653,0.15021378287168669,0.2856286161335229,0.1474817483329845,0.17639416895269255,0.22822034216308196,0.2479799822109589,0.07608342609893251,0.3548964924444936,0.1677655276829064,0.24514167030551043,0.1684230080414125,0.23396514260710796,0.26676078727518054,0.20745778080085392,0.17643215993915412,0.16456111142918237,0.14715080518956603,0.11323577543653045,0.22599460460815718,0.12480515849729219,0.3354375954098196,0.13399421068677897,0.27961604300302,0.12263179490291287,0.16974904308599068,0.16757645317185413,0.2633764546515062,0.19933003834998927
13,0.17839722409259087,0.23087636580284418,0.13541389089533892,0.23978826445733198,0.31410839231641,0.21168076083327364,0.210924132377751,0.08909533461817243,0.17598966340922612,0.1849083164682005,0.22949128778504074,0.1655171716194659,0.23821305262722756,0.13844948677553964,0.28726386231777146,0.16869568705761773,0.18032301214461313,0.14730972339096457,0.28523799220097806,0.1460402182863319,0.1844276292746164,0.2257102636223179,0.2359788054112375,0.07487709114381633,0.3489230889523954,0.17499805156530826,0.23592364882838587,0.17723726909139437,0.20490572818887065,0.25422661989222856,0.19971566245537126,0.18018281822342017,0.1658587642933002,0.15299434146247554,0.10316628328690461,0.21883454856122833,0.1230734963058759,0.33994799275158777,0.13106149907926215,0.2655589722328044,0.11706041085992666,0.1683083690201633,0.17102500897709083,0.2655513489668597,0.19721071708917118
14,0.1758161906016879,0.23497580582069263,0.13459888524689279,0.24893434952276933,0.30625032705868704,0.21028461235760704,0.19540061617371512,0.08820320597035584,0.17099489094410927,0.1824606414735543,0.2385152403220882,0.164869942888274,0.2399047822586839,0.13822484641763438,0.2925407707170121,0.1639977699160502,0.1742665970361707,0.14408881774151133,0.28052070384288985,0.14514967663411973,0.19328303514077957,0.2239001489433199,0.2262820549806932,0.07826299040922624,0.34303251315335936,0.1798724639713553,0.2257248438322999,0.1885003521668185,0.17659480278328915,0.2425512042697547,0.19516563249093838,0.18313037294598355,0.170828014238571,0.15775640653602316,0.09246400942489437,0.21223777509544312,0.12396418821724939,0.34322218422610884,0.13077042130828126,0.24987737617836664,0.11245139970502929,0.16431958015335504,0.17506021933267113,0.2703104747335082,0.1952172985723142
15,0.17154114905701542,0.23734634069345067,0.13163254256982473,0.2579727581997256,0.29397237364211676,0.20980231783938996,0.1811203311621067,0.08791791111768035,0.165776164936274,0.18117027754089013,0.24939796900544015,0.16366915751153333,0.24564674731353348,0.13871482413250052,0.2966496115779104,0.1603379685451706,0.1669014721022288,0.14285046632136808,0.2724132876607703,0.14610344389046842,0.20378214458151386,0.22190293275198933,0.21583850502965904,0.08596489679704276,0.33601818072627393,0.18312392900739466,0.2135250462229948,0.20012435834771697,0.14993612324476802,0.23363757157591816,0.1940756014751988,0.1850700570796728,0.17919385773983426,0.16162590448356173,0.08280131925802857,0.20330424998887858,0.12747566033258048,0.34617699523965845,0.1325504500948493,0.23386068253712508,0.11051480554266577,0.16169724279230513,0.17975761937318782,0.27833082997983055,0.1936642290686829
16,0.1663092032229952,0.23757299751985883,0.13039571410991885,0.2664773205273417,0.28042428206253006,0.20833630751408222,0.16710351365548906,0.08824510886232827,0.16132568937264707,0.17990459795084918,0.2637089618919628,0.16183016357030572,0.25572700450975405,0.1411204729352076,0.2995774461494641,0.15857930861761882,0.1594025108997513,0.1408426206405081,0.26093314552958624,0.14374509295467083,0.21707626890535167,0.2195460350952128,0.20430388500606247,0.09532647964940826,0.32811610898405974,0.1858530479248668,0.20164190970291504,0.21037816319967811,0.12850766977500366,0.22855118474544386,0.19474239036353638,0.18913924552758715,0.1907919527812191,0.1652026384667921,0.07484027545752424,0.19820554701020102,0.13294642484340013,0.348217928233179,0.13370349493633654,0.21868658520257425,0.11053409643294224,0.16320080522353075,0.18491189890489668,0.28316807852457127,0.19270803584984464
17,0.16122209584675828,0.2360707557280976,0.1295446580137765,0.2736521222024316,0.2703302524397764,0.20769009285694331,0.15559660466567263,0.08916560241364307,0.15785389195010907,0.17889030102790815,0.27920682690891474,0.16163019057565603,0.2647712156619284,0.14454836838401264,0.3016892117352109,0.15751451414004783,0.15432581989309502,0.13842176753965502,0.2471239236376519,0.13756595362787408,0.23294790944430543,0.21681400142933988,0.1928221334258116,0.1046445671225484,0.3194834485577011,0.18870052562441236,0.19255398291281478,0.2162585816652301,0.1103623997999216,0.2273654553284668,0.19753476662349034,0.19593816961116933,0.20396839299370453,0.16943538281727932,0.06909046357425931,0.1975151556715751,0.14195310735922675,0.3481754692587758,0.13819706616994615,0.20331680669697608,0.11187024628204112,0.17009949531444796,0.19122940659920623,0.28382790380212825,0.19252088653031685
18,0.1574808417936379,0.2350300865048724,0.1311031353718139,0.27867489362579445,0.264122451656146,0.20860279898592524,0.1472486223307623,0.09125736049344682,0.15587428214956234,0.17778675972434566,0.2967008099890379,0.16139985256890155,0.2706496310010541,0.14635571541934805,0.30480510488923684,0.15496344238729642,0.15087741236972294,0.13673665421366654,0.23068812657567822,0.1301423122372957,0.2473984284932155,0.21243031227270998,0.1826847286943282,0.11230827863761188,0.3106484795346836,0.18987254792335348,0.18530075215381758,0.21896314906395573,0.09575553519628036,0.2281819609522442,0.20126749477704134,0.20330138925245125,0.21704880233242804,0.17315800986215132,0.06523998881859015,0.2004888611818568,0.1510416244939431,0.3467112003245241,0.14733534199300727,0.18895553843660032,0.11605596364981241,0.17942648824239876,0.19734994295442082,0.2818498335023134,0.1928017033416201
19,0.15682901688274387,0.23618165800571758,0.13512500900312915,0.28057358185321335,0.25981148586524083,0.2088104197122008,0.14267940960502107,0.09433049186422539,0.15724177106557333,0.17808564799647386,0.31380827871590217,0.16130771633475824,0.27508064221942385,0.14815165156332638,0.3104397405107949,0.1500110210192575,0.149668394490227,0.13484582521244357,0.21382508276553985,0.12265031160736868,0.2595628656879234,0.21066763145327677,0.17357929404206213,0.11748924624787467,0.29979685332939704,0.1872910348830059,0.1773007134618954,0.21832587078878593,0.08694006604554139,0.23236542704936186,0.2067649125734056,0.21149403049384605,0.2291683435315591,0.1785080381804322,0.0641041426562977,0.20420414256481695,0.15868115280538525,0.34376849886192123,0.15866323150351477,0.17595656777614258,0.11957598736731487,0.19019910258882192,0.20255729391990132,0.27906673378796326,0.19353382586120518
20,0.15887542771228516,0.23955110549916583,0.14153673952390325,0.27914873361245585,0.25365622749561767,0.20826802678611972,0.14005159115006835,0.09864480361903993,0.16017283631064755,0.17813367453587964,0.33040270226633073,0.1605233371827236,0.2771594585324821,0.15036687156888676,0.3157416126817053,0.14559342190668437,0.14872699742376147,0.13401443880558483,0.1988960179169848,0.11742188060333321,0.26798774727260877,0.2112358054938886,0.1654292883565641,0.11968613849240879,0.2861198404590324,0.1868005686290117,0.1689004805330053,0.2164468248828942,0.082617562884398,0.23974698181721385,0.21090868362479503,0.2199455244310104,0.2393785147404815,0.18732262568673871,0.06731897632828618,0.2080836293456811,0.1655306116582212,0.339071605177122,0.17094420078979874,0.1637018430588473,0.1232495420304253,0.20205701134100665,0.2092568072929311,0.2762202368729917,0.19465561264393233
21,0.16309842133937189,0.24533775907607028,0.15096721664582863,0.27712845420995247,0.246718047997791,0.20698776200867214,0.1385483307944714,0.10223319630504965,0.1654442497449964,0.17800949942259486,0.34857466798554093,0.1598908197287457,0.2771403998881716,0.15202880618235484,0.31975984059054907,0.1402637143923094,0.14959085079373508,0.1321382378607287,0.18731196779185735,0.11509655308003705,0.2714560909898901,0.20999291954499041,0.15894608399703364,0.12068311852846998,0.2707713679746144,0.1902957653898618,0.15858636729366724,0.21557404423993062,0.08086836195108743,0.2487694981597217,0.21372150690205674,0.22738982612226946,0.2474879331334149,0.19705988418023088,0.07512555122978175,0.21217984980693036,0.17136089585727138,0.3324790582223575,0.18160595048871062,0.1519296340341399,0.12649057408089406,0.2118227445759257,0.21883235581117474,0.27570910995765174,0.19603198382524784
22,0.17041573867129148,0.25216814051425623,0.16293707919676487,0.2746371476227022,0.23889347611722517,0.20552709222966897,0.1355296957370695,0.10687198902895098,0.17131214293931424,0.17825369120461643,0.36766659429695464,0.1585881566623842,0.2756460326968634,0.1556144779274528,0.32310123298424454,0.13620889672480424,0.1502217894444167,0.1306606362754986,0.1783769558589267,0.11768410690867308,0.27381066301274776,0.20827326701580295,0.15432048141163207,0.12028413214205425,0.2570838561743916,0.19719809925107729,0.14639787540240795,0.21685053251604103,0.08259582896853994,0.2582930950808924,0.21544181703496174,0.2305645076474252,0.25388922662352453,0.2103958122437104,0.08586946820387684,0.21706158029866374,0.17486310377024158,0.3259559289080522,0.19125152869646272,0.14014355119737515,0.12968392139009013,0.21860181559912242,0.22789053105057838,0.27611150313201127,0.1977987999957673
23,0.18094800073257533,0.2587393153530832,0.18015728579177842,0.27187156896484643,0.22780732689696018,0.20444261882063436,0.133633431836139,0.11206347629968913,0.17860891317854236,0.1784439118935885,0.3846140477089034,0.15512839912592968,0.27322648151892254,0.16050758899440562,0.3252423744472323,0.13261076794973944,0.15234608069350566,0.13071403353917024,0.17150441145814432,0.12406864733129923,0.274682966264242,0.20788948866372622,0.1506613941576073,0.11879532538667663,0.2465033503299095,0.20589258403458538,0.13458067535250345,0.21989557301319534,0.08599838606812225,0.2686090882099129,0.21773062520753342,0.22987848566092578,0.25693091567398096,0.2241292051962708,0.0993221467627988,0.22426422032522625,0.17790129062201418,0.3198937865788688,0.20076981014157927,0.13005494287905314,0.13413531764199985,0.2224166780782511,0.23772087768462735,0.27626278646238867,0.20003633188479747
24,0.1934227081207384,0.26423032813928127,0.19956734822877684,0.2681914933339363,0.2149150621333317,0.20322201766803633,0.13235639800858556,0.11584115438424,0.1883461178480024,0.17825254017185432,0.39657532246066446,0.15189740517709427,0.2701395464227789,0.16574535285379133,0.32557583175769544,0.12907360294883907,0.15630812640717165,0.133127656311958,0.16747212594120237,0.13270939783924235,0.27425181164339973,0.2095821015586002,0.14831977975778146,0.11628751032694276,0.2386721504003361,0.21634640063674046,0.12277645757070892,0.22610606241135986,0.08989348674820641,0.2770095730655209,0.2188118373391307,0.22598733462499196,0.25677183334786124,0.2381244663917418,0.11265841337663865,0.23213511787796942,0.18118236821497277,0.31330055488104935,0.20943525836143065,0.1211587186035951,0.13934201196403834,0.22553713690499316,0.24561699882027863,0.2757447051691488,0.20231867332169673
25,0.20693607217257223,0.26783204307958286,0.21981566087050908,0.2635733686964553,0.19952263224519395,0.19947156454519643,0.13272981407327739,0.12169398473224942,0.1984562566256163,0.17588133280970997,0.40267214477432567,0.15095919896521606,0.2684080138834291,0.17016084111942897,0.32294189856712063,0.12463989945218043,0.16159895540578845,0.1362006901882839,0.1650423221698024,0.14274894010101236,0.2740121533311638,0.21164011129958102,0.14784655485260265,0.113416754144915,0.22941957947764274,0.22754327971209923,0.11258601910597485,0.2362158470397914,0.09209186025524288,0.2832900261995298,0.21950820452438463,0.21884376394707572,0.25529386883854277,0.25114314121801273,0.12580171957426284,0.23971033228899447,0.1831116276869476,0.30625051367627903,0.21564790750989093,0.11249127057774551,0.1454308852415819,0.2290580650017676,0.25135161189336014,0.27570193988137337,0.20428846981262988
26,0.21928631650185987,0.2691844881639439,0.24037291158876997,0.2566410310856878,0.18542646881409147,0.1953202800252512,0.13721104961813915,0.12813390533666938,0.20795644175846797,0.17259023378125604,0.4058721691966454,0.15305878709908097,0.2676917610263697,0.17459215823866334,0.31550605718762803,0.12203427402242628,0.1682662847792603,0.13958363623662123,0.1646049962157313,0.15302372661936475,0.2767003303104733,0.2120355741264493,0.1496822173630509,0.11108938953396504,0.22042848616407767,0.2400119898344947,0.10404669932375743,0.24832773533343794,0.09542154486852514,0.2891104968714481,0.21993319568670291,0.2099388928585789,0.2534959974336807,0.26112147925332513,0.13869140128766377,0.24708523754986428,0.18304878647296458,0.2995435520491062,0.2185129092326771,0.10572503690952469,0.1539528507765032,0.23297112318034902,0.25587480255297845,0.27435573025446836,0.2063059644664544
27,0.23005220463393253,0.26936458367261423,0.26207577270822296,0.24772061804253206,0.17318413454236514,0.19166278375665072,0.143702517287839,0.13549742478109103,0.21601138786846946,0.16802969064243117,0.40470903378535955,0.15717200950387028,0.26864639121931805,0.1780152505997892,0.30622008780893767,0.1207488206332048,0.17670256315578337,0.14474346024645457,0.16508242783178254,0.1630995856742319,0.27924681448677735,0.21191470337112045,0.15312823020449035,0.11035895442963287,0.21268266615158432,0.25353444659419894,0.09685977956426918,0.25617070373490414,0.09926729996639537,0.29468421222315644,0.21985950820699957,0.20022221721005717,0.252287144552337,0.27003292394284745,0.15083528850493572,0.25125645620460363,0.18189399312080937,0.2935423769721609,0.2184122578719816,0.09865626275173825,0.16339388526094073,0.23692026075275935,0.25861139431455693,0.27164820904168907,0.2081331985870415
28,0.24034450668631177,0.2668300555978348,0.28259261937178815,0.23775384270299935,0.1629433292713211,0.18678256584903902,0.1508316294847353,0.14402714413373652,0.22253720006458394,0.16281836505072875,0.4014072729329324,0.1615669817560565,0.27103941993245695,0.18013919407061166,0.29776929420567366,0.12104696315685456,0.18523124431656135,0.15186493863692604,0.16701075010576105,0.17313964253191208,0.2772765537421036,0.20967622335141228,0.1558634184500862,0.11230407038031567,0.20576555222859141,0.2653711905744569,0.09223506655058164,0.2620515545659709,0.10401435405694151,0.30101992015496276,0.21872208351651534,0.19153751778762296,0.250588313334405,0.27397909862446235,0.16271564441552858,0.25147089098472236,0.18319266645809815,0.2876846891991326,0.21507219718391926,0.09268268006240973,0.1740067418904265,0.23999449310229276,0.2589485347440442,0.2666667053811389,0.2095572072863402
29,0.24888134603582687,0.26013987514759795,0.3014291977314867,0.22425186419201176,0.15468427559802664,0.1825054243770142,0.1580959572164441,0.15250211145527443,0.2264379650297927,0.15625946436236024,0.39450463919754475,0.1659686471612158,0.275696115530154,0.18021248191739095,0.28998979256019874,0.12049517122707938,0.19322158505641338,0.16049486301751129,0.1676765011195982,0.18042381550802972,0.27234630031574214,0.20584139542662955,0.15653516714925156,0.11547703992955594,0.19978726872257002,0.2730860184524723,0.08942496198303666,0.2660247043196568,0.10989123489766699,0.30572809027081826,0.21586806947310416,0.1856972178373551,0.2504000477675681,0.2756090772845493,0.173017002417441,0.2506192405001849,0.1887863192270455,0.2825865856242431,0.21147635318543898,0.08842030635211666,0.1877804530621618,0.24316815397028813,0.255806940059579,0.26220225671933406,0.21044207496338138
30,0.25494529966425106,0.2512214337175828,0.31873767126100017,0.20826442085875163,0.1495122773251935,0.17930651334609776,0.16520404107572,0.16028617661863065,0.2291798990363318,0.15153367021230596,0.3827722568482683,0.16859717262264412,0.2826721458996319,0.17958727157430418,0.28191838444023065,0.11979320222870289,0.19894883117100745,0.16919953993670997,0.16543300926321594,0.1849722853837727,0.26562165684866634,0.20156173493784912,0.15726759895418901,0.11816107583660558,0.19359922992874767,0.276261205400386,0.08714966495745925,0.26686291876128065,0.11675313939193985,0.30769323054606,0.2145882807501187,0.18412162534676144,0.2520159822554816,0.2751318148859287,0.18073918143332388,0.2495141922623621,0.19628508629955005,0.27906870558377933,0.20821677416786716,0.08574620696203136,0.20344373318006462,0.2452366678194275,0.2516270421399315,0.2569009808614185,0.21081030072717233
31,0.2586406086289667,0.24221302680831772,0.3350282295665826,0.1906346542282405,0.1473278624306941,0.1780338821988704,0.17279352254561287,0.16456294799317814,0.22964513015088536,0.15009676690863508,0.36857424385111087,0.17132871185557944,0.29242106454966305,0.17823288902662143,0.2735939944716591,0.12116311206878601,0.20157615757595573,0.17851663591494477,0.16100481358454444,0.18763458277727554,0.25662189379077904,0.19766228870074873,0.15979144173481194,0.11807477883954236,0.1869975038131772,0.27548623199166344,0.08631242817904033,0.2650301717734368,0.12252968911645519,0.30871723252515837,0.21597444817138137,0.18624227718581138,0.2540632642382647,0.27351601878369336,0.18580333213931916,0.25091566954203215,0.20656010870215374,0.27786922138349734,0.20676038472724775,0.08407159114353133,0.2202861668821396,0.24609267976667965,0.24850290467784175,0.25138008367757625,0.21109737837777517
32,0.25815096714201763,0.23367384915028136,0.3496594513434301,0.17213573978205057,0.14849160108488327,0.17812748912824958,0.1800881245768152,0.16880485171270992,0.22910253783484597,0.15273565247606255,0.3526715945233177,0.1752047516897884,0.3033123640353691,0.17819784073268974,0.26625510753210146,0.1259977591914783,0.20007398093790316,0.18897345682760855,0.15436939449758671,0.1889006907027207,0.2478942312299348,0.19297573795196898,0.16597441140449,0.11560392798648773,0.17825970353087775,0.2718794288104148,0.08754964235206911,0.2616017805808461,0.13064684677400495,0.30901474218532965,0.21954275342317478,0.19301499458333732,0.25540427578861136,0.27072588651644397,0.1899311192727061,0.2537953030173482,0.21960009611370296,0.2768469970221572,0.2070009904705111,0.08328352254341538,0.2360895363029801,0.2465852715741573,0.24447335611042204,0.2472761850709074,0.21158858967086838
33,0.2569993974841061,0.2266850360482346,0.3608170619583809,0.1532623911492486,0.15435254557531727,0.1789458129002996,0.18719583021492953,0.1720055180576066,0.22869610473962793,0.156573088753799,0.33488662721788265,0.17862020243911242,0.3153418068815432,0.17791524548837007,0.25891382985009365,0.1366299383471289,0.19600668572595875,0.20148522530559246,0.149332186899313,0.19192929118679386,0.23870381599285243,0.1868252383033509,0.1717729908550833,0.11096744659338491,0.16894679594952236,0.26856526836795847,0.08922244164354406,0.2570035020535213,0.14068420144018684,0.310087050804809,0.22526502864203266,0.20385962579033795,0.2543956332820889,0.2682712646590459,0.19387388139200087,0.2592771033988184,0.23401123741695443,0.27439413957134995,0.2090336229300754,0.08270736942569491,0.25198316000740933,0.24569281077371835,0.2426677183987195,0.24418733319785674,0.21247710243440124
34,0.25900453791227473,0.22253114154803955,0.37135515773993927,0.13427692297360838,0.16493032568327343,0.18044550794652656,0.19349901015160892,0.17430406573152496,0.2253989956448395,0.16081567648321454,0.31566119282014354,0.18362508857770593,0.32368225723571964,0.17759396726300553,0.25147468962956954,0.14935229562946328,0.19158507607797057,0.2146662481114642,0.14736284039328978,0.19621806352990123,0.22852904866495138,0.17895404978060803,0.17630292383420484,0.10599105635317163,0.16011373372913681,0.2637267579712698,0.09184898640462075,0.25134232246561167,0.15181841234877672,0.30994225209829673,0.2335281611197974,0.21788175431380838,0.2512419272010418,0.2643384327152361,0.19935905202469503,0.2682248173251734,0.24711167946638407,0.2710607244659927,0.2132245100720193,0.08360480490066755,0.2689757927713054,0.24306989402407062,0.2429823120463686,0.24113272382396164,0.21368384525009668
35,0.2646713065174771,0.2221292056160034,0.38244539716098613,0.11796409530162959,0.18070399776073343,0.18271614626093627,0.19920864598678814,0.17512741652196573,0.22095340470961702,0.16243446529345107,0.2945407143337287,0.19040480762061296,0.32819876115945373,0.17697620753777307,0.24445644743551717,0.16336930988998055,0.18589107850290515,0.2286009856952648,0.1485237223640771,0.1996359582713321,0.21649587848278493,0.17193642905745307,0.18126478921478958,0.09960589017028806,0.15432832726850518,0.2584525033454449,0.09631882970903723,0.24526834559632388,0.16514465559611682,0.3063722141394663,0.24276412476149126,0.23289515002409605,0.24599426421524426,0.26146368733646164,0.20554776399532643,0.28307031912162617,0.25778598746535486,0.26645681144513894,0.22184050510685277,0.08465024779488253,0.2868632064769624,0.23934427989386536,0.2445822839863599,0.23680014180019562,0.21532269795327955
36,0.2730196720560212,0.22258940609607675,0.3911105218473666,0.10561405873077918,0.19864435515574633,0.1851539333679463,0.2039507287279485,0.17727024740623945,0.2159642101456712,0.16304333040878638,0.27142870912589434,0.19784927648494607,0.3286766153288029,0.17800966598968265,0.23668585801567232,0.1770464898420847,0.1810857528184256,0.24493353830094017,0.15274882210676133,0.2037939833127657,0.202225208176625,0.16750338651122684,0.1833187104302429,0.09365686359060953,0.1498127795281567,0.2526839274065518,0.09948889210409166,0.23988592146075943,0.175672820255723,0.30099285261013536,0.25451432332116314,0.24548104258164655,0.23991548304532073,0.2584066698967515,0.21080120711315073,0.29531881397153936,0.2671983236285951,0.26081699292116556,0.2347329028096307,0.08605171378151288,0.30636616674049927,0.2327526115804087,0.248154888868241,0.23433525871285812,0.21701606673443552
37,0.2832591302647555,0.22310367986299537,0.39708107745096893,0.09810716897976118,0.21625968764008574,0.1866189227602246,0.2085174680748986,0.17872283524713575,0.2123129311756383,0.16320742501245392,0.24845336124520898,0.2033247201290757,0.3248803536530055,0.18039949129129276,0.2290654316000246,0.19034240532093194,0.17519165869515155,0.2620917804931797,0.15836415933484344,0.20999657981039638,0.18605655135412685,0.16744665773258718,0.18412067990642686,0.08879405393706284,0.1458193820828292,0.24980821123589741,0.10013050053539116,0.23546047338408402,0.18594216134420327,0.29222891873126355,0.2688855513403,0.2558756049614216,0.23208562845704614,0.254181111274505,0.21454717944839513,0.30349359551979227,0.27282973973512753,0.2558405716911158,0.24879158437956791,0.09020883524284948,0.3280635804803137,0.22481367593334078,0.25137066999620084,0.2334907041722852,0.21862695206632185
