,TTS_1::Pseudomonas_phage_phiKZ:5490-5590(+),TTS_2::Pseudomonas_phage_phiKZ:19983-20083(+),TTS_3::Pseudomonas_phage_phiKZ:22385-22485(+),TTS_4::Pseudomonas_phage_phiKZ:23502-23602(+),TTS_5::Pseudomonas_phage_phiKZ:25192-25292(+),TTS_6::Pseudomonas_phage_phiKZ:27634-27734(+),TTS_7::Pseudomonas_phage_phiKZ:29324-29424(+),TTS_8::Pseudomonas_phage_phiKZ:33511-33611(+),TTS_9::Pseudomonas_phage_phiKZ:34892-34992(+),TTS_10::Pseudomonas_phage_phiKZ:39495-39595(+),TTS_11::Pseudomonas_phage_phiKZ:40356-40456(+),TTS_12::Pseudomonas_phage_phiKZ:42756-42856(+),TTS_13::Pseudomonas_phage_phiKZ:45794-45894(+),TTS_14::Pseudomonas_phage_phiKZ:47838-47938(+),TTS_15::Pseudomonas_phage_phiKZ:50149-50249(+),TTS_16::Pseudomonas_phage_phiKZ:50489-50589(+),TTS_17::Pseudomonas_phage_phiKZ:52600-52700(+),TTS_18::Pseudomonas_phage_phiKZ:53464-53564(+),TTS_19::Pseudomonas_phage_phiKZ:55119-55219(+),TTS_20::Pseudomonas_phage_phiKZ:57889-57989(+),TTS_21::Pseudomonas_phage_phiKZ:65621-65721(+),TTS_22::Pseudomonas_phage_phiKZ:68659-68759(+),TTS_23::Pseudomonas_phage_phiKZ:70248-70348(+),TTS_24::Pseudomonas_phage_phiKZ:76360-76460(+),TTS_25::Pseudomonas_phage_phiKZ:91673-91773(+),TTS_26::Pseudomonas_phage_phiKZ:97602-97702(+),TTS_27::Pseudomonas_phage_phiKZ:101320-101420(+),TTS_28::Pseudomonas_phage_phiKZ:101981-102081(+),TTS_29::Pseudomonas_phage_phiKZ:108929-109029(+),TTS_30::Pseudomonas_phage_phiKZ:114189-114289(+),TTS_31::Pseudomonas_phage_phiKZ:120579-120679(+),TTS_32::Pseudomonas_phage_phiKZ:133049-133149(+),TTS_33::Pseudomonas_phage_phiKZ:137140-137240(+),TTS_34::Pseudomonas_phage_phiKZ:142897-142997(+),TTS_35::Pseudomonas_phage_phiKZ:147129-147229(+),TTS_36::Pseudomonas_phage_phiKZ:149711-149811(+),TTS_37::Pseudomonas_phage_phiKZ:152913-153013(+),TTS_38::Pseudomonas_phage_phiKZ:158192-158292(+),TTS_39::Pseudomonas_phage_phiKZ:162400-162500(+),TTS_40::Pseudomonas_phage_phiKZ:166793-166893(+),TTS_41::Pseudomonas_phage_phiKZ:167818-167918(+),TTS_42::Pseudomonas_phage_phiKZ:172989-173089(+),TTS_43::Pseudomonas_phage_phiKZ:173100-173200(+),TTS_44::Pseudomonas_phage_phiKZ:177156-177256(+),TTS_45::Pseudomonas_phage_phiKZ:196037-196137(+),TTS_46::Pseudomonas_phage_phiKZ:199143-199243(+),TTS_47::Pseudomonas_phage_phiKZ:200511-200611(+),TTS_48::Pseudomonas_phage_phiKZ:202244-202344(+),TTS_49::Pseudomonas_phage_phiKZ:202294-202394(+),TTS_50::Pseudomonas_phage_phiKZ:206961-207061(+),TTS_51::Pseudomonas_phage_phiKZ:212951-213051(+),TTS_52::Pseudomonas_phage_phiKZ:221285-221385(+),TTS_53::Pseudomonas_phage_phiKZ:223881-223981(+),TTS_54::Pseudomonas_phage_phiKZ:224682-224782(+),TTS_55::Pseudomonas_phage_phiKZ:225743-225843(+),TTS_56::Pseudomonas_phage_phiKZ:227872-227972(+),TTS_57::Pseudomonas_phage_phiKZ:233251-233351(+),TTS_58::Pseudomonas_phage_phiKZ:235778-235878(+),TTS_59::Pseudomonas_phage_phiKZ:239082-239182(+),TTS_60::Pseudomonas_phage_phiKZ:243751-243851(+),TTS_61::Pseudomonas_phage_phiKZ:248180-248280(+),TTS_62::Pseudomonas_phage_phiKZ:248958-249058(+),TTS_63::Pseudomonas_phage_phiKZ:262710-262810(+),TTS_64::Pseudomonas_phage_phiKZ:263206-263306(+),TTS_65::Pseudomonas_phage_phiKZ:263242-263342(+),TTS_66::Pseudomonas_phage_phiKZ:267069-267169(+),TTS_1::Pseudomonas_phage_phiKZ:11961-12061(-),TTS_2::Pseudomonas_phage_phiKZ:12118-12218(-),TTS_3::Pseudomonas_phage_phiKZ:12536-12636(-),TTS_4::Pseudomonas_phage_phiKZ:34861-34961(-),TTS_5::Pseudomonas_phage_phiKZ:80263-80363(-),TTS_6::Pseudomonas_phage_phiKZ:114157-114257(-),TTS_7::Pseudomonas_phage_phiKZ:114216-114316(-),TTS_8::Pseudomonas_phage_phiKZ:114675-114775(-),TTS_9::Pseudomonas_phage_phiKZ:115893-115993(-),TTS_10::Pseudomonas_phage_phiKZ:117884-117984(-),TTS_11::Pseudomonas_phage_phiKZ:133015-133115(-),TTS_12::Pseudomonas_phage_phiKZ:158160-158260(-),TTS_13::Pseudomonas_phage_phiKZ:161541-161641(-),TTS_14::Pseudomonas_phage_phiKZ:171547-171647(-),TTS_15::Pseudomonas_phage_phiKZ:173747-173847(-),TTS_16::Pseudomonas_phage_phiKZ:178302-178402(-),TTS_17::Pseudomonas_phage_phiKZ:179921-180021(-),TTS_18::Pseudomonas_phage_phiKZ:181405-181505(-),TTS_19::Pseudomonas_phage_phiKZ:186296-186396(-),TTS_20::Pseudomonas_phage_phiKZ:209981-210081(-),TTS_21::Pseudomonas_phage_phiKZ:214041-214141(-),TTS_22::Pseudomonas_phage_phiKZ:265388-265488(-),TTS_23::Pseudomonas_phage_phiKZ:265434-265534(-),TTS_24::Pseudomonas_phage_phiKZ:266566-266666(-),TTS_25::Pseudomonas_phage_phiKZ:267040-267140(-),TTS_26::Pseudomonas_phage_phiKZ:267092-267192(-),TTS_27::Pseudomonas_phage_phiKZ:268718-268818(-),TTS_28::Pseudomonas_phage_phiKZ:269422-269522(-),TTS_29::Pseudomonas_phage_phiKZ:270435-270535(-),TTS_30::Pseudomonas_phage_phiKZ:271655-271755(-),TTS_31::Pseudomonas_phage_phiKZ:271690-271790(-),TTS_32::Pseudomonas_phage_phiKZ:271772-271872(-),TTS_33::Pseudomonas_phage_phiKZ:272819-272919(-),TTS_34::Pseudomonas_phage_phiKZ:273217-273317(-),TTS_35::Pseudomonas_phage_phiKZ:273957-274057(-),TTS_36::Pseudomonas_phage_phiKZ:276107-276207(-),TTS_37::Pseudomonas_phage_phiKZ:277779-277879(-)
-39,0.03546701014342257,0.026243553622071248,0.026549816951240597,0.04294075116608798,0.025740975456536537,0.023427882368401588,0.02063831880247093,0.051982622663769906,0.018612003510125225,0.01668870149131913,0.007017312908018871,0.03254540361951311,0.04501919263763332,0.05231434495071731,0.04854572687824713,0.03722069865979437,0.02462757232156692,0.011186734520815918,0.06413945337509212,0.03974631092978174,0.007901993764221084,0.022946935629448904,0.05959726835066803,0.04159259367773473,0.012795681711156942,0.021664380855037357,0.015136722294184649,0.019620187054785253,0.02627373617124143,0.03379405955491596,0.01732242640298265,0.01860015097713492,0.02396468006840735,0.04386849783478116,0.02851446778376033,0.019491129616943475,0.04718955665809879,0.023281258516871486,0.035327543204209055,0.020207924207234503,0.05223325994332506,0.03303227019548047,0.03275903753411978,0.0472979012223827,0.011609966669503381,0.053442697893748635,0.01778399589471475,0.028607741956663435,0.051820717960274376,0.02458948024870758,0.03209916114104,0.05620459459377118,0.048053351953859826,0.04747312130758079,0.05083933806022469,0.02371761321986581,0.03341363460141063,0.040002689277572515,0.03132489386123951,0.013855900100961308,0.05753151654342921,0.013829799309968744,0.010536612610032876,0.02235210248800918,0.03258842302356653,0.007055431554663401,0.032527581575425714,0.020886641039012492,0.03405430839747693,0.04239615136263236,0.022132589404132673,0.03286647966465265,0.016927304146778812,0.025049260999664192,0.029142257328421756,0.017740410430144807,0.035486579565812026,0.007902700098012362,0.03274215927362979,0.007551675078815903,0.03833468531235514,0.04810715478930051,0.053573877599009265,0.033651882802948764,0.03845350537832754,0.04150561902409553,0.004967458319167363,0.03424428394504396,0.021410269479827805,0.043151827401513555,0.016049124607555042,0.03299437616060122,0.0066631213057003185,0.046630795933741385,0.04015882126942349,0.048702552274488733,0.04028527741823897,0.018510326102540664,0.042211757676260696,0.018113661110017665,0.06353457002140402,0.0191989432468846,0.048756341022033634
-38,0.05077840792012123,0.04178349767731907,0.03994282630788715,0.05873857962538721,0.037996334717094446,0.03638303041351098,0.03434760892110048,0.08179536982795296,0.03326685430797409,0.02017188074915154,0.013453557975727023,0.04702128186232235,0.0651721099427877,0.07715997824900334,0.0743004064196459,0.05504991710763664,0.03935134108864188,0.019090120424116057,0.09104762511632618,0.058798580115949475,0.016767489525320017,0.03635686192871041,0.09412904347182853,0.0670881533471501,0.019128457277849304,0.03376701587233931,0.02328909461617132,0.03458607726505393,0.04511458755433144,0.05484372182798132,0.023780152004773965,0.03026167575916374,0.03895472777698682,0.06054881050669094,0.038800864850951855,0.033069526374269576,0.0741169273242206,0.035848256704008485,0.05753537140412475,0.028302015719571482,0.07531944174897605,0.0476559823128354,0.0501367859011157,0.07405097878227328,0.022662388015285848,0.08137593527236915,0.02846410751236292,0.043725940200226576,0.08173042589976635,0.03870119381677219,0.04659330029779106,0.08126819375403645,0.07043926903508133,0.06839412500604605,0.07425060707042949,0.030182550393604974,0.048870206159820385,0.060651493998852404,0.04696474694406626,0.020527513727851936,0.08579043224889649,0.02195641999546135,0.015611289920840977,0.03245773320157015,0.048120286935875285,0.010370943059020154,0.049193193176800536,0.03402965331565342,0.05421937230956286,0.0663708096694362,0.029623574658641356,0.05323206668774429,0.03320359922767606,0.036569416450937905,0.046319265432054155,0.02705948856285848,0.054244772165651226,0.011535112380852027,0.05047769947025428,0.011472611275335026,0.06180612404162387,0.07488491764470617,0.08007275789580517,0.05223704695301081,0.05675461785203423,0.057783984423343204,0.009646526005445525,0.05160318542199458,0.03587645388467636,0.0647140640391635,0.021599379422891085,0.052584601876499694,0.012020550556019118,0.06590174857234035,0.0628018652948193,0.07344593130373635,0.05760824041393077,0.025962154603525345,0.060103021875937856,0.0261142141929481,0.09347795905482834,0.02479390721027095,0.07205424403214741
-37,0.0650978010626602,0.060331491184673826,0.05294295935549048,0.07268483955973404,0.05005586148412829,0.050160830717652295,0.048213946571095956,0.1114430315869109,0.05160054001482619,0.02103144214723908,0.021525181156679073,0.05933221334211648,0.08343345194524379,0.10050331316844249,0.09945766250336119,0.07167429292056714,0.0554753333082987,0.0291673205925048,0.1126536410692273,0.07816755893271742,0.03006213417326038,0.05074859738292582,0.13103075528332933,0.09344850030647259,0.02743876359909757,0.04686791242102654,0.030696552762186014,0.05035460949917624,0.0676867210577233,0.07867286973626293,0.02831923187266432,0.0432144354418182,0.05583448202476413,0.07501291981206334,0.04832870229562679,0.047416194858285056,0.10256562159627594,0.04787853366639716,0.08120383930252416,0.037459922521595225,0.09644199581131899,0.06088559528980132,0.06810293766686767,0.10124341448299726,0.0375240482666072,0.1098724213558608,0.04027689842016392,0.05945275049131702,0.11265182124563851,0.05371662109801345,0.059353414566435,0.10419767607784951,0.09195011376617082,0.08742486944657914,0.09708848902616392,0.035057470478959275,0.06266031759057697,0.08118381105908032,0.06179194039789845,0.026584316282115363,0.1136823961821161,0.03273995297769407,0.020785548019969312,0.04221099691983817,0.06225046876785478,0.014589254026163484,0.06507100057686004,0.050960487213811155,0.07683250278356016,0.09095150406417336,0.03659381288993838,0.07638286963279435,0.05395906080822573,0.04752381735294457,0.06474799957108754,0.03718770498143782,0.07159074209229543,0.017048676420495932,0.06866950184320267,0.015963165311227073,0.08707020928722008,0.10127368716916392,0.10620863875632831,0.07057112654308217,0.07458383629987686,0.0703338241973727,0.018729858638391893,0.06871236640427936,0.0519506708902978,0.08640207713685784,0.024676953526373755,0.07267032317772423,0.02011612891095301,0.08204797042939357,0.08750467240094721,0.09741173749981999,0.07306758623255818,0.03125184380082119,0.0751142911449611,0.034100597025013946,0.12190500244969668,0.029090761809536507,0.09346247209733231
-36,0.07838523126833005,0.08173811681643803,0.06673065130580494,0.08465213008700552,0.0626264671844742,0.06520187127622898,0.06077556097903364,0.13923432258024135,0.07200919757236632,0.021575427498297557,0.031151354019824377,0.06952282450983785,0.1006735570454649,0.12262707348065023,0.12372129619766795,0.08618574073182086,0.07336457635936189,0.04147086338050953,0.12825623598929436,0.09922069905369153,0.04583314150408664,0.06611511569477313,0.16777841857907538,0.11947688914465408,0.03771603877746273,0.059940259581701016,0.03624057557126291,0.06588130167387408,0.09317342451101929,0.10497456115429749,0.03176935949605575,0.0574065421920005,0.07278084220079088,0.09018218123411548,0.057671796007415274,0.061214265707644024,0.1325993288188741,0.05968070402143659,0.10545405114599438,0.048645470296067195,0.11616003417865439,0.07355925411328126,0.08494189627759724,0.12646122350247033,0.055012203876483354,0.13759214708332068,0.05246420464415365,0.07559722114371625,0.14222966133816234,0.0701989005643362,0.07046485720201279,0.12327281694600785,0.11198546419851083,0.10468200408394282,0.11914144125960527,0.0414981513258145,0.07528047955070016,0.1017498349678309,0.07365471651574748,0.0325642477885883,0.14119783894419616,0.046504928617008626,0.026380245592022244,0.052848312828831866,0.07359414796571802,0.019628618806681437,0.07836178971543649,0.06994209197278457,0.1015256165000518,0.1155033997517787,0.045804848743949814,0.10188110047345818,0.07607383311723115,0.057777104248615194,0.08412655151532109,0.047985778801989586,0.08693071193829001,0.026363896760156196,0.08615115336861809,0.02163389151321723,0.11352626944116007,0.12754396989496866,0.13193653269091302,0.08761802480116085,0.09120821211280736,0.07950034117629119,0.031189039883454256,0.08416959538144056,0.06950672840737719,0.10796523510808372,0.025168576285601478,0.09270661195110916,0.028569581444713537,0.09545314924514343,0.11424296304541362,0.12008801559290705,0.0860751438677359,0.035034416016039106,0.08795177151664539,0.04260314135154367,0.14898872275056346,0.03341046441717519,0.11335615370348237
-35,0.09107828281089181,0.10539730520186526,0.08135098969971774,0.09265934494939396,0.07476164490456719,0.08159327489600805,0.07219284334995411,0.1655385083866318,0.09338898848871251,0.02175449740012233,0.04221957197064643,0.07936927056944046,0.11765908900781816,0.14414785168904948,0.14777216132986298,0.09695071656133278,0.09293955257981887,0.05583038304797113,0.1378997646331954,0.12217279627955135,0.062173033084712746,0.08269363894788169,0.20365492393774148,0.14422676297800346,0.049650835758414426,0.07287874441573335,0.04040464856825658,0.08099431872507193,0.12147476636256124,0.13359609975462003,0.03630400715363381,0.07268498268828086,0.08998971690285074,0.10823853545224424,0.06741885081111224,0.07355195838484571,0.16433460777598194,0.07273313420496567,0.12986107629981652,0.06255485714086095,0.1336596427635974,0.08622250099467779,0.1007282422064116,0.1489316017286222,0.07407663528936519,0.16463394889293306,0.0638906263569752,0.09191089573438009,0.16987787613172195,0.08806585215471704,0.08018711889722621,0.13871478275384874,0.13086802616699847,0.11994329176759373,0.14008904839214384,0.0502285643411309,0.08730777182646597,0.12220330310678713,0.08279587761962501,0.03922416611157023,0.16778788104888212,0.06317873454391307,0.03211025879774604,0.06414966785935615,0.08019509005514236,0.024671985341568337,0.09068692069859934,0.09050702928095451,0.12746994068998468,0.13958708664121386,0.05895183741495154,0.1300964487124827,0.09871702420888527,0.06806593239295639,0.103341766093059,0.05907659220836847,0.10064601000464679,0.03922143400699807,0.1036900175656216,0.029190640990517946,0.14101872555869713,0.153622122632242,0.15663374300006988,0.10370839292141916,0.10571965992406074,0.08608285659759454,0.046340512780835494,0.09747816574306685,0.08878934464977431,0.1262816319316035,0.027466016765099265,0.11263445448483349,0.03637324460627508,0.10779931367000259,0.143077199193773,0.14146738379599172,0.09651978311197658,0.03762337988422024,0.09926029239803157,0.051640484068392944,0.17525400892647175,0.03885237000462459,0.1320069239837976
-34,0.10394844846831122,0.13091493621004288,0.09550037164946681,0.09883704972931681,0.08661725133863211,0.09870176201895799,0.08236503958274982,0.1903839157408586,0.1159345877802451,0.02286928769527517,0.052601965030618224,0.09110194662709756,0.13472523139548637,0.1655238274070929,0.17149621652228167,0.10387281578822498,0.11273807530252615,0.07223334601709748,0.14300618877725788,0.14641044081930205,0.078613167180934,0.10053370321763004,0.23855553606432828,0.16746393676028418,0.06187021938215409,0.08596282855030452,0.04341302432518139,0.09560874310082705,0.15262813627671834,0.16360544798914872,0.04300259552112727,0.08878529898973371,0.1073070694125247,0.12995190729057737,0.0791725451045335,0.08468991223441612,0.1959427348707826,0.08774269752969908,0.1546451236493163,0.07809624190599641,0.14886623434830684,0.09876706334006463,0.11537008415185915,0.1687736452193666,0.09426689609009377,0.1912707970486181,0.0746665412641281,0.10807163001178435,0.1959493489498948,0.10582133292013449,0.0889940387031597,0.15125104129395348,0.14811979907464792,0.1336725942510122,0.1595367901747694,0.06068642671222015,0.09769428986183759,0.1416855590168606,0.08941253438683675,0.04638223118383221,0.19415926811428735,0.08084735404732471,0.03735193786513479,0.07606427300379293,0.0819528584367283,0.029046296544738552,0.10298362831107362,0.11253289513794282,0.15408435857001743,0.16351415920762152,0.07636797700282369,0.1601259579180136,0.12229675416767741,0.07883765226484742,0.12230876552631431,0.0702736285647217,0.1129601346971596,0.0552771126263137,0.12103160615185411,0.0382153006233953,0.16920963407228817,0.17917645298399826,0.17986510976806414,0.11971575167185469,0.11648463575357222,0.09214263013922641,0.06429087920692461,0.10796274590955701,0.10852445766711272,0.14073297685697544,0.031796628411433506,0.1320909313550886,0.04401609749962666,0.12002542993333257,0.1740728166360745,0.1609249371964286,0.10469043015905899,0.0396808984162859,0.1107406853887237,0.06162635627529537,0.20267477217927937,0.046334541148393325,0.14952210847484904
-33,0.11744496195960089,0.15774583370681963,0.1088871565004625,0.10363765362947477,0.09981418574203017,0.11595655781508303,0.09221070540775578,0.21225281628226722,0.13893435538499627,0.0242859375630045,0.061362928010429175,0.10617817589331555,0.15174149736502238,0.1871592324688066,0.19389464537661857,0.10709420334948401,0.1317530852424424,0.08942076361034686,0.14713977876222392,0.17081406982516467,0.09477096206600341,0.11888760884065881,0.2722199507688128,0.18923906575833033,0.07495842015920307,0.10037171528689263,0.04692317554897231,0.10864782894845346,0.18576197745295214,0.19280672657797343,0.052748552762684274,0.10640469905871182,0.12454567260131996,0.15507363255602682,0.09420900785000072,0.09475729378517586,0.2268885718134702,0.10428652480968466,0.17885400172621146,0.0931408028136576,0.1630943518119401,0.11164613542131732,0.12887491240792298,0.18612447631343382,0.11419122778358948,0.21816564949346118,0.08437709042696531,0.12411958278045523,0.22056849085025707,0.12299060131283704,0.09813832405803694,0.1614074807223358,0.16294977724630164,0.14539706085904006,0.1788572212336334,0.0726296432838964,0.10635081037164058,0.15994802479729125,0.09390237315322046,0.054536276085823364,0.22085729612844135,0.09899154772827459,0.04255690843445196,0.08794347745159828,0.08678559128087533,0.03376494445072615,0.11534367839232056,0.13645949221282677,0.1803094145572051,0.1865417277509062,0.09701345924497717,0.19170508022175228,0.14645022122914908,0.0894794950058176,0.14029883392587922,0.08049893072531698,0.12467117581652218,0.07417081457134253,0.1384542133545061,0.049284716873015874,0.19661126833681616,0.2046055244719843,0.20137429163932818,0.1357325459870447,0.12340673498046444,0.09976175715997983,0.0850517353127217,0.11635317965433238,0.12645719403851835,0.15245978177387434,0.03769445144821852,0.15079277096333787,0.05044101378828906,0.13303082956311313,0.20674309830227872,0.1775080121306704,0.11036442372667424,0.04171838354072187,0.12392011712458562,0.07271478860666357,0.2304163735855329,0.05541833740395833,0.16641803240905287
-32,0.1315822147882973,0.18564002802093474,0.12189257925602752,0.10738475948922262,0.11429672368516589,0.1334501064188503,0.10242911105230243,0.23142289964255652,0.1598579749407805,0.02517214333585755,0.06847197589531437,0.12484391918548521,0.16874543456482613,0.20927880661879242,0.21470087286231965,0.10841461658981619,0.1499756480831212,0.10722931407564876,0.15425133770421445,0.19519398868998822,0.11080183158411994,0.13568787053495898,0.3038190842826247,0.20976862556566642,0.08907053087848782,0.11403793634376143,0.05128228699062617,0.11861383079367711,0.21881018289053014,0.2207739937612972,0.06631637344486127,0.12559847683204983,0.14018797465918775,0.18172311547526493,0.11272200609560205,0.10435873140381155,0.25672804397496213,0.12305803769220462,0.2004815669545116,0.10563186310265367,0.17757688975507563,0.12490163810980115,0.14050520600904184,0.2016530062216983,0.13414241533197804,0.2461167962395956,0.09319558140185188,0.13992570951095173,0.2440302462062744,0.1395061382387927,0.10661453058550585,0.17141250465043997,0.17600346437956219,0.1558366977343675,0.19832995806042092,0.08594589103081696,0.11656635630557341,0.17723158539326792,0.099092664577422,0.06409313972004024,0.24855593140882645,0.11798590656166803,0.04731842001084231,0.10089094398145375,0.09706786699869492,0.039099444932087495,0.12782485888959505,0.16137289303585362,0.20614674980382727,0.20806134045498265,0.11911345734519826,0.22451200440852967,0.1706010993988891,0.10020328310270725,0.15703398607619698,0.08995045444253194,0.1366121552236988,0.09425262231961133,0.1561669227404779,0.06259481789381079,0.22323420344296713,0.22902188445858845,0.2216934908160154,0.15168988470418013,0.12662812254172345,0.11002378654337049,0.10731411947424582,0.12214846528171427,0.1428890731544513,0.16350775437936818,0.045614565927186074,0.1687200830023609,0.05232303894248421,0.146046630295458,0.24002853280855257,0.19209099642235983,0.11338732602151198,0.044019684237537424,0.13894107859847998,0.08364517089487256,0.25848816111822687,0.06581664644324643,0.18300789656968447
-31,0.14566699858531065,0.2144498308280892,0.13436447655794548,0.1142809148302456,0.12950387716185757,0.15179292633570418,0.11379485075523448,0.2485171909028439,0.17858496020104697,0.026587902226241224,0.07531638855662068,0.14629280374882644,0.18451509512588102,0.2318997521983585,0.2340282449949478,0.11194718064880219,0.16770752866189031,0.12564078040241553,0.1657837092720116,0.21925952491368134,0.1258066495592841,0.15047469241679706,0.3320937257836668,0.2286915381006128,0.10446339731660836,0.12582838271653554,0.05565522398560717,0.12541545650746316,0.24967372533477908,0.2468686065874423,0.08278736855178034,0.14592287428238576,0.15331683170248492,0.20965877761953614,0.1342919242905763,0.1134031750041709,0.2856427197907817,0.14296675863450065,0.21774442051019563,0.11574652372179269,0.1927840432317671,0.13861107580337012,0.14956440970779933,0.21651732683311647,0.15434762016670017,0.2752522469297532,0.10141409838661641,0.1555477031328395,0.2662010396109699,0.15505158269972538,0.11401673041671634,0.18258349026088042,0.18783900952246718,0.16672976389173974,0.21830779305030604,0.09991346126075293,0.13033754955564075,0.19372235417126535,0.10698470231837118,0.07467745662579864,0.27672037615101835,0.13868915015523675,0.0522094904107844,0.1155441005597955,0.11165281844887458,0.04585635941177942,0.1408339044663109,0.18646604675210987,0.23144354122956812,0.22835687442378547,0.14297497666519812,0.25744105226239805,0.19403948398062057,0.11097854630922963,0.17275794953876789,0.09932283688975542,0.15015595126250142,0.1154969319316815,0.17377906709186833,0.07749355324216453,0.24911817735245814,0.2521593502712662,0.24113056977114722,0.16838775031842962,0.1279485357820554,0.123205858129168,0.1288618364239056,0.12503547241957103,0.1579410533183928,0.1759328688380899,0.05510425068090535,0.18640355719714136,0.05512123728751678,0.15738537197646718,0.27188608601251885,0.20520445712124197,0.11416981231524521,0.04610360990677556,0.15374853473792696,0.09482100129786705,0.28722395531337336,0.07757137418851472,0.19912141951945123
-30,0.14061099618131667,0.23197718173096274,0.1325050561510696,0.10171088459148563,0.133610056531762,0.1605553361815655,0.11836486589113429,0.23891196201862258,0.18819643994209698,0.01924978829047992,0.08097307023729619,0.15227555360235123,0.1759922743520171,0.2292439087637689,0.2287513474930746,0.1013130365272654,0.17294408507763537,0.13901874711686119,0.14867946953433508,0.221685794504782,0.13544264908649722,0.15255388230049322,0.3280335379649315,0.2258285766165848,0.11408278014889583,0.12601505939504137,0.052811510231392675,0.12215185070960925,0.26475821555071183,0.2559631726428996,0.09278668781866625,0.15806107715255016,0.1523959743010962,0.21529322046250732,0.14193698910244762,0.11299489081453448,0.2914449932897772,0.1489036606392215,0.21509507390709914,0.11386511520420144,0.1826223844397887,0.1357989054163954,0.13987040913062349,0.20816450033163703,0.17126467083282915,0.27944277603487466,0.10001876821051056,0.15703100182526614,0.26190069875380206,0.1576117034281886,0.10479937892330207,0.16501157854682819,0.17462678914605279,0.15438806222400853,0.2130817702111288,0.1002395952777773,0.13145085193501146,0.18815352260418355,0.1016617055688682,0.07914930175481458,0.2754168721875593,0.15319208575093907,0.05206893525550495,0.12010429659717074,0.11242876233569218,0.05085447384322196,0.13775183268674174,0.20100369569036997,0.24014421540778502,0.22827588336875282,0.15604496539483148,0.27488653302620364,0.21109474707285,0.10914806037793963,0.17475810271818998,0.09968292165275523,0.14825396402339636,0.13355044777993502,0.1749048188298139,0.09073247410674656,0.25714417972806214,0.2512523840326705,0.23339788492668673,0.16953774363246982,0.11194718064880227,0.11654972880505181,0.14491984577822,0.11270061912383951,0.16145417087560246,0.16981393949756318,0.05671993022290016,0.1892051225748498,0.05860191406441263,0.14330026225080034,0.28220085184775223,0.19382945256255887,0.09444657025506978,0.037760344992519575,0.14558646633369948,0.09673511721711062,0.2842535143271765,0.07990671984938097,0.18968095150304415
-29,0.13696957940535906,0.24801835141655149,0.12858244075054046,0.09590935716045153,0.13838693327308224,0.16962397930530396,0.12287215873730581,0.22370396773656745,0.1948114679985234,0.016797873916977703,0.0888964197541614,0.15982657792056446,0.16771967579021937,0.22724518125037832,0.21922777625357295,0.09616625275140556,0.17506216790466325,0.1507637515614299,0.13711695925967865,0.22364823387360638,0.1406085429872348,0.15104418649393586,0.31656875981381816,0.21609975340149906,0.12482978982590653,0.12376936199281989,0.05095818877103007,0.11367396671213811,0.27114303932568334,0.2603564623250656,0.10610761332889322,0.169068186965116,0.14707441077484545,0.22510817235952985,0.1515629307063865,0.10754411813623091,0.293682470552041,0.15106532195097372,0.20476514819576735,0.11565422405035353,0.17475660586364616,0.13223753182299958,0.12707515818991583,0.19514222779546359,0.18608218477233932,0.2832660266299165,0.09529686812969199,0.15806798799814034,0.2519200185430567,0.15775710636134063,0.0949077468518614,0.15133999275078752,0.16338612638324906,0.1441952908038248,0.21174916970123223,0.10309029834557201,0.13732768339168472,0.1806138449642869,0.09946458735928723,0.08353068456395583,0.2737496043061186,0.16914587212642818,0.05304599021288468,0.12637489386885423,0.11544479195794,0.057165770325038764,0.13328983995168975,0.21470082131904694,0.24555989226473315,0.22679732652415846,0.17221962785630296,0.28840738730877846,0.22227159129160615,0.10964407217756447,0.17504607879514306,0.1015070493974197,0.14620185513674283,0.15444345212673616,0.17395616685983645,0.10644201294763023,0.26106205441038766,0.24652937797177182,0.22546572844927398,0.17025765253208983,0.10131303652726467,0.11260644241126531,0.16277475896168608,0.10453199415083576,0.16038882779425054,0.16648884808994335,0.05953242723154116,0.18805908988069514,0.06679099172320664,0.13107919550710018,0.28917605591087264,0.1790131011560609,0.07828704500466728,0.029045390088300205,0.13823719083747105,0.09984059499863847,0.28157287443114,0.0862220764809499,0.17936409379472001
